code|text_fr|text_de|text_it|version|inclusions_de|inclusions_fr|inclusions_it|exclusions_de|exclusions_fr|exclusions_it|descriptions_de|descriptions_fr|descriptions_it|most_relevant_drgs
82.19|Autre section de tissu mou de la main|Sonstige Durchtrennung von Weichteilen der Hand|Altra sezione di tessuto molle della mano|CHOP 2015|||||||{Durchtrennung eines Handmuskels}|{Section, division de muscle de la main}|{Sezione di muscolo della mano}|{}
82.19.0|Détail de la sous-catégorie 82.19|Detail der Subkategorie 82.19|Dettaglio della sottocategoria 82.19|CHOP 2015||||||||||{}
82.19.00|Autre section de tissu mou de la main, SAP|Sonstige Durchtrennung von Weichteilen der Hand, n.n.bez.|Altra sezione di tessuto molle della mano, NAS|CHOP 2015||||||||||{}
82.19.10|Autre section de tissu mou de la main, section de muscles de la main|Sonstige Durchtrennung von Weichteilen der Hand, Durchtrennung von Muskeln der Hand|Altra sezione di tessuto molle della mano, Sezione di muscoli della mano|CHOP 2015||||||||||{}
82.19.99|Autre section de tissu mou de la main, autre|Sonstige Durchtrennung von Weichteilen der Hand, sonstige|Altra sezione di tessuto molle della mano, altro|CHOP 2015||||||||||{}
82.2|Excision de lésion de muscle, tendon et fascia de la main|Exzision einer Läsion an Muskel, Sehne und Faszie der Hand|Asportazione di lesione di muscoli, tendini e fasce della mano|CHOP 2015||||||||||{}
82.21|Excision de lésion de la gaine tendineuse de la main|Exzision einer Läsion an einer Sehnenscheide der Hand|Asportazione di lesione della fascia [o guaina] tendinea della mano|CHOP 2015|||||||{Ganglionektomie der Sehnenscheide (Handgelenk)}|{Excision de kyste ténosynovial du poignet}|{Gangliectomia della fascia [o guaina] tendinea (polso)}|{}
82.22|Excision de lésion de muscle de la main|Exzision einer Läsion an einem Handmuskel|Asportazione di lesione dei muscoli della mano|CHOP 2015||||||||||{}
82.29|Excision d'autres lésions de tissu mou de la main|Exzision einer anderen Läsion an den Weichteilen der Hand|Asportazione di altre lesioni dei tessuti molli della mano|CHOP 2015||||{Exzision einer Läsion der Haut oder des Subkutangewebes (86.21-86.3)}|{Excision de lésion de la peau ou de tissu sous-cutané (86.21-86.3)}|{Asportazione di lesione di pelle e tessuto sottocutaneo (86.21-86.3)}||||{}
82.3|Autre excision de tissu mou de la main|Sonstige Exzision von Weichteilen der Hand|Altra asportazione dei tessuti molli della mano|CHOP 2015||||{Exzision von Haut und Subkutangewebe (86.21-86.3)}|{Excision de peau ou de tissu sous-cutané (86.21-86.3)}|{Asportazione di lesione di pelle e tessuto sottocutaneo (86.21-86.3)}||||{}
82.31|Bursectomie de la main|Bursektomie an der Hand|Borsectomia della mano|CHOP 2015||||||||||{}
82.32|Excision de tendon de la main pour greffe|Exzision einer Handsehne zur Transplantation|Asportazione di tendini della mano per innesto|CHOP 2015||||||||||{}
82.33|Autre excision de tendon de la main|Sonstige Tenonektomie an der Hand|Altra tendinectomia della mano|CHOP 2015||||{Exzision einer Läsion an der Handsehne (82.29),Exzision einer Läsion an der Sehnenscheide (82.21)}|{Excision de lésion de tendon de la main (82.29),Excision de lésion de la gaine tendineuse de la main (82.21)}|{Asportazione di lesione di tendine della mano (82.29),Asportazione di lesione di guaina tendinea della mano (82.21)}|{Tenosynovektomie an der Hand}|{Ténosynovectomie de la main}|{Tenosinoviectomia della mano}|{}
82.34|Excision de muscle ou de fascia de la main pour greffe (transfert)|Exzision von Muskel oder Faszie der Hand zur Transplantation|Asportazione di muscolo o fasce della mano per innesto|CHOP 2015||||||||||{}
82.35|Autre fasciectomie de la main|Sonstige Fasziektomie der Hand|Altra fasciectomia della mano|CHOP 2015||||{Exzision einer Läsion an der Faszie (82.29)}|{Autre excision de lésion de tissu mou de la main (82.29)}|{Asportazione di lesione dei tessuti molli della mano (82.29)}|{Fasziektomie bei M. Dupuytren,Operation nach Dupuytren *}|{Libération de contracture de Dupuytren,Opération de Dupuytren *}|{Risoluzione della contrattura di Dupuytren,Intervento secondo Dupuytren *}|{}
82.35.0|Détail de la sous-catégorie 82.35|Detail der Subkategorie 82.35|Dettaglio della sottocategoria 82.35|CHOP 2015||||||||||{}
82.35.00|Autre fasciectomie de la main, SAP|Sonstige Fasziektomie der Hand, n.n.bez.|Altra fasciectomia della mano, NAS|CHOP 2015||||||||||{}
82.35.10|Fasciectomie du creux palmaire|Fasziektomie der Hohlhand|Fasciectomia del palmo della mano|CHOP 2015||||||||||{}
82.35.11|Fasciectomie de main et de doigt avec neurolyse|Fasziektomie der Hand und Finger mit Neurolyse|Fasciectomia della mano e delle dita della mano con neurolisi|CHOP 2015||||||||||{}
82.35.12|Fasciectomie de main et de doigt avec neurolyse et artériolyse|Fasziektomie der Hand und Finger mit Neurolyse und Arteriolyse|Fasciectomia della mano e delle dita della mano con neurolisi e arteriolisi|CHOP 2015||||||||||{}
82.35.13|Fasciectomie de main et de doigt avec arthrolyse|Fasziektomie der Hand und Finger mit Arthrolyse|Fasciectomia della mano e delle dita della mano con artrolisi|CHOP 2015||||||||||{}
82.35.99|Autre fasciectomie de la main, autre|Sonstige Fasziektomie der Hand, sonstige|Altra fasciectomia della mano, altro|CHOP 2015||||||||||{}
82.36|Autre myectomie de la main|Sonstige Myektomie der Hand|Altra miectomia della mano|CHOP 2015||||{Exzision einer Muskelläsion an der Hand (82.22)}|{Excision de lésion de muscle de la main (82.22)}|{Asportazione di lesione del muscolo della mano (82.22)}|{Sonstige Exzision von Handmuskeln *}|{Autre excision de muscle de la main *}|{Altra asportazione di muscolo della mano *}|{}
82.39|Autre excision de tissu mou de la main|Sonstige Exzision von Weichteilen der Hand|Altra asportazione dei tessuti molli della mano|CHOP 2015||||{Exzision von Haut und Subkutangewebe (86.21-86.3),Lokale Exzision oder Destruktion einer Läsion oder von Haut mit Subkutangewebe (86.3),Sonstige Exzision einer Läsion an den Weichteilen der Hand (82.29)}|{Excision de peau et de tissu sous-cutané (82.21-86.3),Excision ou destruction locale de lésion ou de tissu cutané ou sous-cutané (86.3),Excision d'autre lésion de tissu mou de la main (82.29)}|{Asportazione di cute (86.21-86.3),Asportazione o distruzione locale di lesione o tessuto cutaneo o sottocutaneo (86.3),Asportazione di altre lesioni dei tessuti molli della mano (82.29)}||||{}
82.39.0|Détail de la sous-catégorie 82.39|Detail der Subkategorie 82.39|Dettaglio della sottocategoria 82.39|CHOP 2015||||||||||{}
82.39.00|Autre excision de tissu mou de la main, SAP|Sonstige Exzision von Weichteilen der Hand, n.n.bez|Altra asportazione dei tessuti molli della mano, NAS|CHOP 2015||||||||||{}
82.39.10|Autre excision de tissu mou de la main, excision de gaines tendineuses de la main|Sonstige Exzision von Weichteilen der Hand, Exzision von Sehnenscheiden der Hand|Altra asportazione dei tessuti molli della mano, Asportazione di guaine tendinee della mano|CHOP 2015||||||||||{}
82.39.99|Autre excision de tissu mou de la main, autre|Sonstige Exzision von Weichteilen der Hand, sonstige|Altra asportazione dei tessuti molli della mano, altro|CHOP 2015||||||||||{}
82.4|Suture de muscle, tendon et fascia de la main|Naht an Muskel, Sehne und Faszie der Hand|Sutura di muscoli, tendini e fasce della mano|CHOP 2015||||||||||{}
82.41|Suture de gaine de tendon de la main|Naht an einer Sehnenscheide der Hand|Sutura della fascia tendinea della mano|CHOP 2015||||||||||{}
82.42|Suture différée de tendon fléchisseur de la main|Sekundäre Naht an einer Beugesehne der Hand|Sutura differita dei tendini flessori della mano|CHOP 2015||||||||||{}
82.43|Suture différée d'autre tendon de la main|Sekundäre Naht an einer anderen Sehne der Hand|Sutura differita di altri tendini della mano|CHOP 2015||||||||||{}
82.44|Autre suture de tendon fléchisseur de la main|Sonstige Naht an einer Beugesehne der Hand|Altra sutura dei tendini flessori della mano|CHOP 2015||||{Sekundäre Naht an einer Flexorensehne der Hand (82.42)}|{Suture différée de tendon fléchisseur de la main (82.42)}|{Sutura differita dei tendini flessori della mano (82.42)}||||{}
82.45|Autre suture d'autre tendon de la main|Sonstige Naht an einer anderen Sehne der Hand|Altra sutura di altri tendini della mano|CHOP 2015||||{Sekundäre Naht an einer anderen Sehne der Hand (82.43)}|{Suture différée d'autre tendon de la main (82.43)}|{Sutura differita di altri tendini della mano (82.43)}||||{}
82.46|Suture de muscle ou de fascia de la main|Naht an Muskel oder Faszie der Hand|Sutura di muscoli o fasce della mano|CHOP 2015||||||||||{}
82.46.0|Détail de la sous-catégorie 82.46|Detail der Subkategorie 82.46|Dettaglio della sottocategoria 82.46|CHOP 2015||||||||||{}
82.46.00|Suture de muscle ou de fascia de la main, SAP|Naht an Muskel oder Faszie der Hand, n.n.bez.|Sutura di muscoli o fasce della mano, NAS|CHOP 2015||||||||||{}
82.46.10|Suture de fascia de la main|Naht an einer Faszie der Hand|Sutura di fascia della mano|CHOP 2015||||||||||{}
82.46.20|Suture de muscle de la main|Naht an einem Muskel der Hand|Sutura di muscolo della mano|CHOP 2015||||||||||{}
82.46.99|Suture de muscle ou de fascia de la main, autre|Naht an Muskel oder Faszie der Hand, sonstige|Sutura di muscoli o fasce della mano, altro|CHOP 2015||||||||||{}
82.5|Transfert tendineux et musculaire de la main|Transplantation von Muskel und Sehne der Hand|Trapianto di muscoli e tendini della mano|CHOP 2015|||||||{Transposition von Muskel und Sehne der Hand *}|{Transposition de muscle et de tendon de la main *}|{Trasposizione di muscoli e di tendini della mano *}|{}
82.51|Avancement de tendon de la main|Verlängerung einer Sehne der Hand|Avanzamento di tendini della mano|CHOP 2015||||||||||{}
82.52|Recul de tendon de la main|Verkürzung einer Sehne der Hand|Arretramento di tendini della mano|CHOP 2015||||||||||{}
82.53|Réinsertion de tendon de la main|Reinsertion einer Sehne der Hand|Reinserzione di tendini della mano|CHOP 2015||||||||||{}
82.54|Réinsertion de muscle de la main|Reinsertion eines Muskels der Hand|Reinserzione di muscoli della mano|CHOP 2015||||||||||{}
82.55|Autre changement de longueur de muscle ou tendon de main|Sonstige Längenänderung an Muskel oder Sehne der Hand|Altra modificazione di lunghezza di tendini e muscoli della mano|CHOP 2015||||||||||{}
82.56|Autre transfert ou greffe de tendon de la main|Sonstiger Transfer oder Transplantation einer Sehne der Hand|Altro trasferimento o trapianto di tendini della mano|CHOP 2015||||{Pollizisation (82.61),Transfer von Fingern, ausgenommen Daumen (82.81)}|{Pollicisation (82.61),Transfert de doigt, sauf de pouce (82.81)}|{Intervento di ricostruzione del pollice (82.61),Trasferimento di dita eccetto il pollice (82.81)}||||{}
82.57|Transfert d'autre tendon de la main|Sonstige Transposition einer Sehne der Hand|Altra trasposizione di tendini della mano|CHOP 2015||||||||||{}
82.57.0|Détail de la sous-catégorie 82.57|Detail der Subkategorie 82.57|Dettaglio della sottocategoria 82.57|CHOP 2015||||||||||{}
82.57.00|Autre transfert d'autre tendon de la main, SAP|Sonstige Transposition einer Sehne der Hand, n.n.bez.|Altra trasposizione di tendini della mano, NAS|CHOP 2015||||||||||{}
82.57.10|Autre transfert d'autre tendon de la main, transfert de tendon fléchisseur de la main|Sonstige Transposition einer Sehne der Hand, Transposition einer Beugesehne der Hand|Altra trasposizione di tendini della mano, Trasposizione di tendine flessore della mano|CHOP 2015||||||||||{}
82.57.99|Autre transfert d'autre tendon de la main, autre|Sonstige Transposition einer Sehne der Hand, sonstige|Altra trasposizione di tendini della mano, altro|CHOP 2015||||||||||{}
82.58|Autre transfert ou lambeau musculaire de la main|Sonstiger Transfer oder Transplantation eines Handmuskels|Altro trasferimento o trapianto di muscoli della mano|CHOP 2015||||||||||{}
82.59|Autre transposition de muscle de la main|Sonstige Transposition eines Handmuskels|Altra trasposizione di muscoli della mano|CHOP 2015||||||||||{}
82.6|Reconstruction du pouce|Rekonstruktion des Daumens|Ricostruzione del pollice|CHOP 2015|{Transfer eines Fingers als Daumenersatz (Pollizisation)}|{Transposition de doigt (orteil) pour pollicisation}|{Trasferimento di dito in sostituzione del pollice}|||||||{}
82.61|Pollicisation (avec transfert de nerfs et de vaisseaux)|Pollizisation mit Übertragung von Nerven und Blutversorgung|Intervento di ricostruzione del pollice completo di nervi e vasi sanguigni|CHOP 2015|||||||{Transfer eines Fingers oder Fingergliedes als Daumenersatz *}|{Transfert d'un doigt ou moignon de doigt pour en faire un pouce *}||{}
82.69|Autre reconstruction du pouce|Sonstige Rekonstruktion des Daumens|Altra ricostruzione del pollice|CHOP 2015|||||||{Cocked-hat-Verfahren,Gestielter Hautlappen zum Daumen,Knochentransplantat zum Daumen}|{Technique de cocked-hat [lambeau cutané et os],Greffe de peau pédiculée au pouce,Greffe d'os au pouce}|{Procedura cocked-hat [lembi di pelle e osso],Innesti di pelle (peduncolo) al pollice,Innesti di ossa al pollice}|{}
82.7|Opération plastique de la main avec greffe ou implant|Plastische Operationen an der Hand mit Transplantat oder Implantat|Intervento di plastica sulla mano con innesto o impianto|CHOP 2015||||||||||{}
82.71|Reconstruction de poulie de tendon|Rekonstruktion eines Ringbandes|Ricostruzione di puleggia tendinea|CHOP 2015|||||||{Rekonstruktion zur Opponensplastik}|{Reconstruction pour plastie d'opposition}|{Ricostruzione per plastica dell'opponente}|{}
82.72|Opération plastique de la main avec greffe de muscle ou de fascia|Plastische Operation an der Hand mit Muskel- oder Faszien-Transplantat|Intervento di plastica sulla mano con innesto di muscolo o fascia muscolare|CHOP 2015||||||||||{}
82.72.0|Détail de la sous-catégorie 82.72|Detail der Subkategorie 82.72|Dettaglio della sottocategoria 82.72|CHOP 2015||||||||||{}
82.72.00|Opération plastique de la main avec greffe de muscle ou de fascia, SAP|Plastische Operation an der Hand mit Muskel- oder Faszien-Transplantat, n.n.bez.|Intervento di plastica sulla mano con innesto di muscolo o fascia muscolare, NAS|CHOP 2015||||||||||{}
82.72.10|Opération plastique avec greffe de muscle ou de fascia, un doigt|Plastische Operation mit Muskel- oder Faszien-Transplantat an einem Finger|Intervento di plastica con innesto di muscolo o fascia, su un dito della mano|CHOP 2015||||||||||{}
82.72.11|Opération plastique avec greffe de muscle ou de fascia, autres parties de la main|Plastische Operation mit Muskel- oder Faszien-Transplantat an sonstigen Teilen der Hand|Intervento di plastica con innesto di muscolo o fascia, su altre parti della mano|CHOP 2015||||||||||{}
82.72.99|Opération plastique de la main avec greffe de muscle ou de fascia, autre|Plastische Operation an der Hand mit Muskel- oder Faszien-Transplantat, sonstiges|Intervento di plastica sulla mano con innesto di muscolo o fascia muscolare, altro|CHOP 2015||||||||||{}
82.79|Opération plastique de main avec autre greffe ou implant|Plastische Operation an der Hand mit anderem Transplantat oder Implantat|Intervento di plastica sulla mano con altro innesto o impianto|CHOP 2015|||||||{Sehnentransplantat an die Hand}|{Greffe de tendon à la main,Prothèse silastique de (Hunter) *}|{Trapianto tendineo alla mano}|{}
82.8|Autres opérations plastiques de la main|Sonstige plastische Operationen an der Hand|Altri interventi di plastica sulla mano|CHOP 2015||||||||||{}
82.81|Transfert de doigt, sauf le pouce|Transfer eines Fingers, ausgenommen Daumen|Trasferimento di dita, ad eccezione del pollice|CHOP 2015||||{Pollizisation (82.61)}|{Pollicisation (82.61)}|{Intervento di ricostruzione del pollice (82.61)}||||{}
82.82|Réparation de main en pince de homard|Plastische Rekonstruktion einer Spalthand|Riparazione di schisi della mano|CHOP 2015||||||||||{}
82.83|Réparation de macrodactylie|Plastische Rekonstruktion bei Makrodaktylie|Riparazione di macrodattilia|CHOP 2015||||||||||{}
82.84|Réparation de doigt en maillet|Plastische Rekonstruktion bei Mallet-Finger|Riparazione di dito a martello|CHOP 2015||||||||||{}
82.85|Autre ténodèse de la main|Sonstige Tenodese an der Hand|Altra tenodesi della mano|CHOP 2015|||||||{Operation nach Fowler *,Sehnenfixierung an der Hand, n.n.bez.}|{Opération de Fowler *,Fixation de tendon de la main, SAP}|{Intervento di Fowler *,Fissazione di tendine alla mano, NAS}|{}
82.86|Autre ténoplastie de la main|Sonstige Tenoplastik an der Hand|Altra tenoplastica della mano|CHOP 2015|||||||{Myotenoplastik an der Hand}|{Myoténoplastie de la main}|{Miotenoplastica della mano}|{}
82.86.0|Détail de la sous-catégorie 82.86|Detail der Subkategorie 82.86|Dettaglio della sottocategoria 82.86|CHOP 2015||||||||||{}
82.86.00|Autre ténoplastie de la main, SAP|Sonstige Tenoplastik an der Hand, n.n.bez.|Altra tenoplastica della mano, NAS|CHOP 2015||||||||||{}
82.86.10|Ténoplastie, transfert de tendons fléchisseurs de la main|Tenoplastik von Beugesehnen der Hand|Tenoplastica di tendini flessori della mano|CHOP 2015||||||||||{}
82.86.11|Constitution de matériel de greffe pour tendons de la main|Schaffung eines Transplantlagers für Sehnen an der Hand|Creazione di un letto per l'innesto di tendini nella mano|CHOP 2015||||||||||{}
82.86.12|Révision de greffe de tendon de la main (sans remplacement)|Revision (ohne Wechsel) eines Sehnenimplantats an der Hand|Revisione di innesto tendineo della mano (senza sostituzione)|CHOP 2015||||||||||{}
82.86.13|Remplacement d'implant tendineux de la main|Wechsel eines Sehnenimplantats an der Hand|Sostituzione di innesto tendineo della mano|CHOP 2015||||||||||{}
82.86.99|Autre ténoplastie de la main, autre|Sonstige Tenoplastik an der Hand, sonstige|Altra tenoplastica della mano, altro|CHOP 2015||||||||||{}
82.89|Autre opération plastique de la main|Sonstige plastische Operationen an der Hand|Altri interventi di plastica sulla mano|CHOP 2015||||{Plastische Operationen mit Transplantat oder Implantat (82.71-82.79)}|{Opération plastique de main avec greffe ou implant (82.71-82.79)}|{Intervento di plastica sulla mano con altro innesto o impianto (82.71-82.79)}|{Plastische Rekonstruktion bei Aponeurosenhernie,Plikatur der Faszie}|{Réparation d'hernie aponévrotique de la main,Plicature de fascia de la main}|{Riparazione di ernia fasciale,Plicatura della fascia}|{}
82.89.0|Détail de la sous-catégorie 82.89|Detail der Subkategorie 82.89|Dettaglio della sottocategoria 82.89|CHOP 2015||||||||||{}
82.89.00|Autre opération plastique de la main, SAP|Sonstige plastische Operationen an der Hand, n.n.bez.|Altri interventi di plastica sulla mano, NAS|CHOP 2015||||||||||{}
82.89.10|Plastie de gaine tendineuse de la main|Sehnenscheidenplastik an der Hand|Plastica delle guaine tendinee della mano|CHOP 2015||||||||||{}
82.89.11|Refixation osseuse de ligaments, carpe / métacarpe|Knöcherne Refixation von Bänder der Handwurzel und Mittelhand|Rifissazione ossea di legamenti della mano, Carpo e metacarpo|CHOP 2015||||||||||{}
82.89.12|Refixation osseuse d'autres ligaments de la main|Knöcherne Refixation von sonstigen Bänder der Hand|Rifissazione ossea di legamenti di mano, altri legamenti della mano|CHOP 2015||||||||||{}
82.89.13|Distraction des parties molles pour couverture d'articulation lors d'anomalies congénitales de la main|Gelenkübergreifende Weichteildistraktion bei kongenitalen Anomalien der Hand|Distrazione transarticolare dei tessuti molli per anomalie congenite della mano|CHOP 2015||||||||||{}
82.89.14|Radialisation lors d'anomalies congénitales de la main|Radialisation bei kongenitalen Anomalien der Hand|Radializzazione per anomalie congenite della mano|CHOP 2015||||||||||{}
82.89.15|Résection de resserrements avec reconstruction plastique lors d'anomalies congénitales de la main|Resektion von Schnürringen mit plastischer Rekonstruktion bei kongenitalen Anomalien der Hand|Resezione di briglie con ricostruzione plastica per anomalie congenite della mano|CHOP 2015||||||||||{}
82.89.16|Transfert d'orteil à doigt|Transfer einer Zehe als Fingerersatz|Trasferimento di dito del piede per sostituire un dito della mano|CHOP 2015||||||||||{}
82.89.99|Autre opération plastique de la main, autre|Sonstige plastische Operationen an der Hand, sonstige|Altri interventi di plastica sulla mano, altro|CHOP 2015||||||||||{}
82.9|Autres opérations de muscle, tendon et fascia de la main|Sonstige Operationen an Muskel, Sehne und Faszie der Hand|Altri interventi sui muscoli, tendini e fasce della mano|CHOP 2015||||{Diagnostische Massnahmen an Weichteilen der Hand (83.21-83.29)}|{Technique diagnostique de muscle, tendon, fascia, bourse de la main (83.21-83.29)}|{Procedure diagnostiche sui tessuti molli della mano (83.21-83.29)}||||{}
82.91|Lyse d'adhérence de la main|Lösung von Adhäsionen an der Hand|Lisi di aderenze della mano|CHOP 2015||||{Dekompression bei Karpaltunnelsyndrom (04.43)}|{Libération du canal carpien (04.43)}|{Decompressione del tunnel carpale (04.43)}|{Befreiung von Adhäsionen an Faszie, Muskel oder Sehne der Hand}|{Libération d'adhérences de muscle, tendon et fascia de la main}|{Liberazione di aderenze di fascia, muscolo, tendine della mano}|{}
82.92|Aspiration de bourse de la main|Aspiration einer Bursa der Hand|Aspirazione di borse della mano|CHOP 2015||||||||||{}
82.93|Autre aspiration de tissu mou de la main|Aspiration an anderen Weichteilen der Hand|Aspirazione di altri tessuti molli della mano|CHOP 2015||||{Aspiration an Haut und Subkutangewebe (86.01)}|{Aspiration de peau et de tissu sous-cutané (86.01)}|{Aspirazione della cute e del tessuto sottocutaneo (86.01)}||||{}
82.94|Injection de substance thérapeutique dans bourse de la main|Injektion einer therapeutischen Substanz in eine Bursa der Hand|Iniezione di sostanze terapeutiche nelle borse della mano|CHOP 2015||||||||||{}
82.95|Injection de substance thérapeutique dans tendon de la main|Injektion einer therapeutischen Substanz in eine Sehne der Hand|Iniezione di sostanze terapeutiche nei tendini della mano|CHOP 2015|||||||{Injektion einer therapeutischen Substanz in eine Sehnenscheide der Hand *}|{Injection de substance thérapeutique dans gaine tendineuse *}|{Iniezione di sostanze terapeutiche nella guaina tendinea della mano *}|{}
82.96|Autre injection de substance thérapeutique à action locale dans les tissus mous de la main|Sonstige Injektion eines Lokaltherapeutikums in die Weichteile der Hand|Altra iniezione di sostanze terapeutiche ad azione locale nei tessuti molli della mano|CHOP 2015||||{Subkutane oder intramuskuläre Injektion (99.12-99.29)}|{Injection sous-cutanée ou intramusculaire (99.12-99.29)}|{Iniezione sottocutanea o intramuscolare (99.12-99.29)}||{Infiltration de substance thérapeutique à action locale dans les tissus mous de la main *}||{}
82.99|Autres opérations de muscle, tendon et fascia de la main|Sonstige Operationen an Muskel, Sehne und Faszie der Hand|Altri interventi su muscoli, tendini e fasce della mano|CHOP 2015||||||||||{}
82.99.0|Détail de la sous-catégorie 82.99|Detail der Subkategorie 82.99|Dettaglio della sottocategoria 82.99|CHOP 2015||||||||||{}
82.99.00|Autres opérations de muscle, tendon et fascia, main, SAP|Sonstige Operationen an Muskel, Sehne und Faszie der Hand, n.n.bez.|Altri interventi su muscoli, tendini e fasce della mano, NAS|CHOP 2015||||||||||{}
82.99.10|Autres opérations de tendon de la main|Sonstige Operationen an Sehnen der Hand|Altri interventi su tendini della mano|CHOP 2015||||||||||{}
82.99.20|Autres opérations de fascia de la main|Sonstige Operationen an Faszien der Hand|Altri interventi su fasce della mano|CHOP 2015||||||||||{}
82.99.30|Autres opérations de muscle de la main|Sonstige Operationen an Muskeln der Hand|Altri interventi su muscoli della mano|CHOP 2015||||||||||{}
82.99.99|Autres opérations de muscle, tendon et fascia, main, autre|Sonstige Operationen an Muskel, Sehne und Faszie der Hand, sonstige|Altri interventi su muscoli, tendini e fasce della mano, altro|CHOP 2015||||||||||{}
83|Opérations de muscle, tendon, fascia et bourse, sauf de la main|Operationen an Muskel, Sehne, Faszie und Bursa, ausgenommen der Hand|Interventi sui muscoli, sui tendini, sulle fasce e sulle borse, ad eccezione della mano|CHOP 2015|{Operationen an: Aponeurose, Synovialmembran von Bursa oder Sehnenscheide, Sehnenscheide}|{Opérations sur: aponèvrose, membrane synoviale de bourse et gaine tendineuse, gaine tendineuse}|{Interventi su: aponeurosi, membrana sinoviale della borsa e della guaina tendinea, guaina tendinea}|{Operation am Zwerchfell (34.81-34.89),Operation an den Augenmuskeln (15.01-15.9),Operation an der Hand (82.01-82.99),Operationen an der Mamma (85)}|{Opération du diaphragme (34.81-34.89),Opérations des muscles de l'oeil (15.01-15.9),Opérations de muscle, tendon et fascia de la main (82.01-82.99),Opérations du sein (85)}|{Interventi su diaframma (34.81-34.89),Interventi su muscoli dell'occhio (15.01-15.9),Interventi su muscoli, tendini e fasce della mano (82.01-82.99),Interventi sulla mammella (85)}||||{}
83.0|Incision de muscle, tendon, fascia et bourse|Inzision an Muskel, Sehne, Faszie und Bursa|Incisione di muscoli, tendini, fasce e borse|CHOP 2015||||||||||{}
83.01|Exploration de gaine tendineuse|Exploration einer Sehnenscheide|Esplorazione della fascia [o guaina] tendinea|CHOP 2015|||||||{Entfernen von Reiskörnern in der Sehnenscheide, ausgenommen der Hand,Inzision an der Sehnenscheide, ausgenommen der Hand}|{Enlèvement de grain de riz de gaine de tendon, sauf de la main,Incision de gaine de tendon, sauf de la main}|{Rimozione di corpi risiformi dalla guaina tendinea,Incisione della fascia [o guaina] tendinea}|{}
83.01.0|Détail de la sous-catégorie 83.01|Detail der Subkategorie 83.01|Dettaglio della sottocategoria 83.01|CHOP 2015||||||||||{}
83.01.00|Exploration de gaine tendineuse, SAP|Exploration einer Sehnenscheide, n.n.bez.|Esplorazione della guaina tendinea, NAS|CHOP 2015||||||||||{}
83.01.10|Exploration de gaine tendineuse, tête et cou|Exploration einer Sehnenscheide, Kopf- und Hals|Esplorazione della guaina tendinea, Testa e collo|CHOP 2015||||||||||{}
83.01.11|Exploration de gaine tendineuse, épaule et aisselle|Exploration einer Sehnenscheide, Schulter und Axilla|Esplorazione della guaina tendinea, Spalla e ascella|CHOP 2015||||||||||{}
83.01.12|Exploration de gaine tendineuse, bras et coude|Exploration einer Sehnenscheide, Oberarm und Ellenbogen|Esplorazione della guaina tendinea, Braccio e gomito|CHOP 2015||||||||||{}
83.01.13|Exploration de gaine tendineuse, avant-bras|Exploration einer Sehnenscheide, Unterarm|Esplorazione della guaina tendinea, Avambraccio|CHOP 2015||||||||||{}
83.01.14|Exploration de gaine tendineuse, paroi thoracique et dos|Exploration einer Sehnenscheide, Brustwand und Rücken|Esplorazione della guaina tendinea, Parete toracica e dorso|CHOP 2015||||||||||{}
83.01.15|Exploration de gaine tendineuse, région inguino-génitale et fesses|Exploration einer Sehnenscheide, Leisten- und Genitalregion und Gesäss|Esplorazione della guaina tendinea, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.01.16|Exploration de gaine tendineuse, membre inférieur|Exploration einer Sehnenscheide, Untere Extremität|Esplorazione della guaina tendinea, Estremità inferiore|CHOP 2015||||||||||{}
83.01.19|Exploration de gaine tendineuse, autre site|Exploration einer Sehnenscheide, Andere Lokalisation|Esplorazione della guaina tendinea, Altra localizzazione|CHOP 2015||||||||||{}
83.01.99|Exploration de gaine tendineuse, autre|Exploration einer Sehnenscheide, sonstige|Esplorazione della guaina tendinea, altro|CHOP 2015||||||||||{}
83.02|Myotomie|Myotomie|Miotomia|CHOP 2015||||{Myotomie am Krikopharynx (29.31)}|{Myotomie du cricopharynx (29.31)}|{Miotomia cricofaringea (29.31)}||||{}
83.02.0|Détail de la sous-catégorie 83.02|Detail der Subkategorie 83.02|Dettaglio della sottocategoria 83.02|CHOP 2015||||||||||{}
83.02.00|Myotomie, SAP|Myotomie, n.n.bez.|Miotomia, NAS|CHOP 2015||||||||||{}
83.02.10|Myotomie, tête et cou|Myotomie, Kopf und Hals|Miotomia, Testa e collo|CHOP 2015||||||||||{}
83.02.11|Myotomie, épaule et aisselle|Myotomie, Schulter und Axilla|Miotomia, Spalla e ascella|CHOP 2015||||||||||{}
83.02.12|Myotomie, bras et coude|Myotomie, Oberarm und Ellenbogen|Miotomia, Braccio e gomito|CHOP 2015||||||||||{}
83.02.13|Myotomie, avant-bras|Myotomie, Unterarm|Miotomia, Avambraccio|CHOP 2015||||||||||{}
83.02.14|Myotomie, paroi thoracique, abdomen et dos|Myotomie, Brustwand, Bauch und Rücken|Miotomia, Parete toracica, addome e dorso|CHOP 2015||||||||||{}
83.02.15|Myotomie, région inguino-génitale et fesses|Myotomie, Leisten- und Genitalregion und Gesäss|Miotomia, Regione inguinale e genitale e natiche|CHOP 2015||||||||||{}
83.02.16|Myotomie, membre inférieur|Myotomie, Untere Extremität|Miotomia, Estremità inferiore|CHOP 2015||||||||||{}
