KT;Inst;Adr;Ort;Typ;RForm;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
GR;Clinica Holistica Engiadina SA;Praz;7542 Susch;K212;R1;P;;;1;;15895;404;0;0;0;;;4.45;88.73;31.62;100;2.2;0;14.12;43.38;0.54;0;3.5;10.74;;;5473045;924592;1809052;8286721;8945977;316624;0;975882;;;;;;;;;;;;;;;;;;;;;;;15895;404;52;39.3;90.8;163634;159709;8801505;5473031;590966;3097815;340336;0;0;248764;227857;9501165;5235026;49;3994237;52.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kinder­ & Jugendpsychiatrie Graubünden, Jugendstation Chur;Waisenhausstrasse 1;7000 Chur;K212;R2;P;;Arzt, BGs;1;;2426;33;0;0;0;;;0;30;0;97.5;1.8;8.7;0;10.69;5.45;26.36;0;32.39;;;1220860;98893;100933;1423986;1439260;13656;0;28931;;;;;;;;;;;;;;;;;;;;;;;2426;33;6;73.5;103.1;8213;8213;1233684;1233684;95893;0;0;0;21345;8213;0;1452918;1439261;45.4;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Rehabilitationszentrum Seewis Klinik für Herz­ & Kreislauferkrankungen;Prafära 128;7212 Seewis Dorf;K221;R1;R;;Arzt, BGs;1;;21645;935;0;0;0;;;2.54;83.66;25.76;99.8;5.94;16.5;6.38;72.22;0.64;1.76;0.68;7.72;;;6871683;696708;2420127;10216560;9761734;1327325;52040;947035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21645;935;64;23.1;95.9;208009;203808;9822526;7159431;914165;2642410;349913;0;51040;199400;95451;10225404;6199280;48.7;2920908;62.5;0;;;;;;;;;;;;;;;;;;;;;;
GR;Tgea Sulegl Rehaklinik & Kurhaus;Veia Granda;7440 Andeer;K221;R1;R;;;1;;6213;490;0;0;0;;;0.61;2.46;16.94;77.96;0;7.66;5.96;18.93;0;1.56;1.22;3.86;300;0;2055359;212149;615791;2994800;2879521;247739;873;146456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6213;490;18;12.7;96.1;389796;0;2493503;1713764;127311;521245;37044;0;0;372775;0;2735275;1672363;45.3;662611;60.1;0;;;;;;;;;;;;;;;;;;;;;;
GR;Klinik Gut St. Moritz AG;Via Arona 34;7500 St. Moritz;K231;R1;A;NF;Arzt, BGs;2;MRI;7854;2253;0;4;0;1.004;0.988;9.38;19.88;39.47;62.03;16.99;45.77;16.45;131.34;0.75;2.03;0.73;5.83;5063;0;16524078;2063161;13571324;34608085;32465520;1281642;128405;938716;7854;2253;31;3.5;69.5;9250514;6056606;22486118;9277738;510688;6727284;326615;0;0;6884420;4273800;26101632;9877625;47;8152638;66.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Hochgebirgsklinik Davos;Herman­Burchard­Strasse 1;7265 Davos Wolfgang;K235;R2;A, R;;MSt, Arzt, BGs;1;;40112;1477;0;0;0;;;94.45;88.1;12.03;100;13.28;30.32;24.68;155.85;0.9;2.05;1.67;10.55;;;12762798;2453227;4895801;21472784;12014885;5788653;188800;2153262;0;0;17;;113.9;0;0;2688409;213820;44000;0;0;0;63265;0;0;2732757;143166;50.5;15306;54;0;;;;;;;;;;;;;;;;;;;;;;;40112;1477;127.498630137;27.2;71.4;826007;0;11489764;842413;91161;15917;6155;1287266;125735;442778;0;7155818;528791;50.7;189836;61.9;1551323;;;;;;;;;;;;;;;;;;;;;;
JU;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;K121;R4;A, P, R;NF, IPS;Arzt, BGs;3;MRI, CT;80637;8920;613;9;3;0.857;0.825;0.92;5.23;7.92;94.39;110.23;462.36;149.79;1039.73;1.24;5.18;1.68;11.66;8085;0;129248194;9971432;36616250;179851039;151007446;6673123;21269811;3753610;43586;7479;137;5.8;87.4;38747718;35365338;69799583;58767121;3477660;6317282;375533;0;4020571;40490448;31037371;69367602;51047964;45.1;5183040;45.5;0;6857;274;24;25;86.3;52773;52773;5420541;5317447;393888;99415;8212;0;236571;65248;65248;5099694;4959362;45.6;98811;45;0;30194;1167;115;25.9;93.8;3072122;2253445;24227129;21220597;1228419;2481239;140780;0;473922;3166132;2242197;25116593;19042402;45.5;2311077;45.2;0;;;;;;;;;;;;;;;;;;;;;;
JU;Clinique le Noirmont;Chemin de Roc­Montès 20;2340 Le Noirmont;K221;R2;R;;BGs;1;;22757;1113;0;0;0;;;0.86;80.12;21.68;99.83;7.28;24.24;12.01;80.99;0.65;2.18;1.08;7.28;249;0;7923010;1451754;2647127;12021891;11431165;763443;0;172717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22757;1113;68;20.4;96.6;753858;602785;11412621;8201955;1049157;3208667;410438;0;0;928279;742252;11266329;6882688;46.1;3604268;59.7;0;;;;;;;;;;;;;;;;;;;;;;
JU;Maison de naissance Les Cigognes;Route Principale 21;2824 Vicques;K232;R3;B;;BGs;1;;72;39;16;0;1;0.397;0.325;0;10;0;97.5;0;0;0;0;0;0;0;0;0;1277;0;16025;95534;111637;111975;3;0;341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;39;1;1.8;19.7;0;0;115059;115059;11002;0;0;0;0;0;0;111978;111975;48.8;0;;0
LU;Luzerner Kantonsspital;Spitalstrasse;6004 Luzern;K112;R4;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;238338;39649;2505;39;10;1.106;1.095;0.73;17.56;16.95;90.99;735.97;2294.35;569.82;4782.18;1.86;5.79;1.44;12.06;0;0;491543969;53991772;229439729;774975470;768461808;45703827;12350788;51540953;220526;39047;744.6410958904;5.6;81.1;264039662;236286928;469769208;321966722;32880037;97105455;10360693;0;0;264668783;233905398;477286577;301264131;49.5;123062463;67.4;0;;;;;;;;;;;;;;;;;;;;;;;17812;602;46.7726027397;29.6;59.7;2393524;2190089;11172531;7679789;885470;2891437;337064;0;0;1891861;1710101;11592935;7146907;50.9;3875060;66.8;0;;;;;;;;;;;;;;;;;;;;;;
LU;Hirslanden Klinik St. Anna;St. Anna­Strasse 32;6006 Luzern;K112;R1;A;NF, IPS;MSt, Arzt, BGs;2;MRI, CT, PET, CC;62331;11507;696;6;3;1.088;1.072;0.44;15.84;54.9;92.74;41.61;400.81;91.68;845.31;0.36;3.48;0.8;7.35;99224;0;85495558;24884290;58060736;168444371;165031972;17272860;97500;13957961;62331;11507;196;5.4;84.6;51334139;36666717;123578381;46399869;5508553;69508686;8590786;0;25619;44737113;31773750;144742291;49735296;51;67153166;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Luzerner Psychiatrie;Schafmattstrasse 1;4915 St. Urban;K211;R4;P;NF;MSt, Arzt, BGs;22;;93963;2437;0;0;0;;;0.22;9.39;0.07;97.81;38.26;271.3;51.35;598.26;1.57;11.13;2.11;24.55;;;54646705;6450214;14776800;75878298;68655495;7159841;1378200;1380321;;;;;;;;;;;;;;;;;;;;;;;93963;2437;255;38.6;101.6;2315528;1912625;59530971;58756396;7433388;6585;833;6640729;2143498;2099795;1524577;66298163;58026335;51;6504;51;7391083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Therapiezentrum Meggen;Rütliweg 4;6045 Meggen;K212;R2;P;;BGs;1;;6838;83;0;0;0;;;0;50.98;0;100;0.9;3.76;6.17;11.73;1.08;4.53;7.43;14.13;;;1681871;1955;264651;2257300;2191643;58579;6416;-3194;;;;;;;;;;;;;;;;;;;;;;;6838;83;19;82.4;100;0;0;2257302;2257302;0;0;0;0;0;33764;0;2220313;2191643;49.6;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Luzerner Höhenklinik Montana;Route de l'Astoria 2;3963 Crans-Montana;K221;R4;A, R;;MSt, Arzt, BGs;1;;22726;925;0;0;0;;;0.62;29.17;19.77;99.07;11.46;43.2;13.57;110.63;1.24;4.67;1.47;11.96;;;10315326;2306009;2939900;15561235;15733293;695164;85537;952759;0;0;0;;;549569;523386;0;0;0;0;0;0;0;533034;498757;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;22726;925;64;24.6;96.8;0;0;14052803;11129052;1456146;2740454;355706;0;85536;0;0;15425710;11792286;50.4;2805688;50.1;0;;;;;;;;;;;;;;;;;;;;;;
LU;Cereneo AG Neurorehabilitationsklinik;Seestrasse 18;6354 Vitznau;K221;R1;R;;BGs;1;MRI;2163;66;0;0;0;;;20.55;91.38;76.71;73.97;2.35;9.03;8.36;22.92;3.56;13.68;12.67;34.73;0;48;3522563;1460908;1870243;7708932;5700987;213816;0;609178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2163;66;16;32.8;41.1;789282;428355;5478437;1249185;0;1927149;0;0;420769;1097687;223590;7056461;477494;49.9;524587;46.5;0;;;;;;;;;;;;;;;;;;;;;;
LU;Hirslanden Klinik Meggen;Huobmattstrasse 9;6045 Meggen;K231;R1;A;;BGs;1;;2938;1052;0;3;0;0.929;0.888;0.38;39.5;25.57;84.32;0;17.25;5.77;33.23;0;1.64;0.55;3.16;0;0;3453303;948254;3523572;8345656;7384004;97380;861853;-861853;2938;1052;15.1369863014;2.8;54.6;1328898;1328898;7016758;4386308;465631;2195465;278465;0;0;1142608;1096901;6338776;3790930;50;1212976;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Geburtshaus Terra Alta;Schellenrain 20;6208 Oberkirch LU;K232;R1;B;;BGs;1;;2583;650;319;0;1;0.376;0.369;0;14.13;0.61;99.7;0;5.91;0.05;10.78;0;0.91;0.01;1.66;0;0;1744371;125382;473467;2378964;2216320;162583;18;30058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2583;650;5.1397260274;4;93.4;2171;2171;2215776;2202220;120309;13556;980;0;0;39971;39165;2155878;2114246;51.5;18982;51;0
LU;Schweizer Paraplegiker­Zentrum Nottwil AG;Guido A. Zäch Strasse 1;6207 Nottwil;K235;R1;A, R;IPS;MSt, Arzt, BGs;1;MRI, CT;51051;1320;0;3;0;;;5.55;84.72;22.28;62.8;69.63;325.08;150.73;854.69;5.28;24.63;11.42;64.75;1307;0;86790851;12778762;28665914;129684401;101193060;15889609;11019376;-10560862;16801;638;63;26.3;88.2;20023027;13703710;45178805;23347935;2208236;6359824;603175;0;1284363;14234776;9708485;36753393;16968476;55.3;4634907;55.3;0;;;;;;;;;;;;;;;;;;;;;;;34250;682;80.0684931507;50.2;99;0;0;43734801;21701760;2215802;5566657;568921;0;1959775;0;0;50426142;23746376;56.8;6097042;56.8;0;;;;;;;;;;;;;;;;;;;;;;
NE;Hôpital Neuchâtelois HNE;Landeyeux;2046 Fontaines NE;K112;R4;A, R;NF, IPS;MSt, Arzt, BGs;7;MRI, CT, PET, CC, LB;136635;18220;1421;9;5;0.915;0.888;0.79;3.81;8.62;96.61;272.17;893.42;193.33;2041.31;1.49;4.9;1.06;11.2;0;0;224270719;27692547;83175042;339172262;165312185;11773134;155925905;556002;92977;15922;295.4739726027;5.8;80.7;95327014;86172766;183366194;157374956;13165667;19943082;1543141;1327662;0;70826903;65476481;230458352;55432762;100;13556042;100;259796;;;;;;;;;;;;;;;;;;;;;;;43658;2298;136.2575342466;19;81.4;6683043;5661102;43123783;39414049;3834295;3515654;386295;2106394;0;3406767;2844971;13481963;11908356;100;1432771;100;1612379;;;;;;;;;;;;;;;;;;;;;;
NE;GSMN Neuchâtel SA;Faubourg de l'Hôpital 81;2001 Neuchâtel;K123;R1;A;NF;BGs;2;;9761;1893;0;4;0;1.158;1.081;0.21;5.33;15.96;83.51;8.82;90.86;18.17;182.88;0.47;4.8;0.96;9.66;;;17774560;2698064;21654094;42182698;37523820;852329;0;-3756550;9761;1893;65.6301369863;5.2;40.7;20560136;0;22034372;16445863;680835;2444486;0;0;0;17282835;0;20281483;14139458;45;2327140;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;CNP Centre Neuchâtelois de psychiatrie;;2017 Boudry;K211;R4;P;NF;;8;;45098;1444;0;0;0;;;0.19;7.01;0.19;99.81;67.05;205.69;51.71;499.99;4.64;14.24;3.58;34.63;;;51570157;4521926;6831393;62923476;28379541;667012;31306307;-2355375;;;;;;;;;;;;;;;;;;;;;;;45098;1444;187;31.2;88.7;19915896;19915896;42955453;42955453;0;0;0;0;0;32868715;12559410;27372535;15708521;45;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Clinique Montbrillant SA;Rue de la Montagne 1;2300 La Chaux­de­Fonds;K231;R1;A;;;1;;1116;280;0;3;0;0.973;0.910;0;5.36;62.5;48.93;0;15.54;3.69;47.53;0;5.55;1.32;16.98;3818;0;3829531;1533775;8598480;13961786;13525067;437486;0;764;1116;280;21.1726027397;4;16.8;11420321;0;2761338;83827;10492;0;0;0;0;10773836;0;2692518;48316;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Clinique de la Tour SA;Rue des Musées 58;2300 La Chaux­de­Fonds;K231;R1;A;;BGs;1;;174;107;0;2;0;0.896;0.734;0.93;21.7;64.49;20.56;0;6;4;15.3;0;5.61;3.74;14.3;1622;0;1260646;226155;2241695;3746554;3733443;3127;0;6156;174;107;6.1424657534;1.6;13.9;3081929;2908958;664244;30916;3170;369133;27772;0;0;2920387;2723336;832323;36655;100;455679;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Maison de naissance Tilia ­ Ghezzi­Gacond;Chemin des Valangines 9;2000 Neuchâtel;K232;R3;B;;BGs;1;;85;57;25;0;1;0.403;0.320;0;10.53;1.75;100;0;0;0;0.1;0;0;0;0.18;;;5505;35480;37728;78713;0;81775;0;3062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;57;1.9178082192;1.5;6.7;5914;0;6185;0;0;0;0;0;0;0;0;81775;0;;0;;0
NW;Kantonsspital Nidwalden;Ennetmooserstrasse 19;6370 Stans;K122;R4;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;23786;4974;437;4;3;0.866;0.838;2.03;28.58;20.61;89.63;54.74;136.07;93.77;395.82;1.1;2.74;1.89;7.96;8107;600;40637560;7344663;18711305;66693528;60118860;3863794;5000000;2289126;23786;4974;74;4.8;82.8;18622685;16208150;44983603;30521386;2815511;10106857;1120279;13016;0;19906066;10061351;45533503;27668554;51.7;12596081;66.5;1291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Geburtshaus Stans;Rosenweg 3;6370 Stans;K232;R1;B;;BGs;1;;649;166;77;0;1;0.385;0.377;0;82.53;0;100;0;2.99;0;5.42;0;1.8;0;3.27;;;436776;61826;117659;629706;577543;49194;0;5685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649;166;3;3.9;36.5;13815;13815;596787;596787;46515;0;0;0;0;72591;0;554100;551580;50.7;0;;0
OW;Kantonsspital Obwalden;Brünigstrasse 181;6060 Sarnen;K122;R4;A, P;NF;MSt, Arzt, BGs;1;CT;22359;3316;260;3;2;0.825;0.787;1.25;14.63;13.14;91.75;46.49;139.63;56.29;358.35;1.4;4.21;1.7;10.81;3766;378;35829480;7004992;13992390;56922533;43637333;3005756;9948564;80634;14382;3075;53.3397260274;4.7;69.4;16805052;14552763;27007462;20673933;2240977;3979107;423496;0;0;21756315;8679461;25511164;18135824;51.6;4687466;66.9;0;7977;241;25;33.1;86.9;3089648;2718616;5100847;4593637;609393;0;0;0;0;1730178;1477890;4853152;4353759;47.5;492022;47.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kantonsspital St. Gallen;Rorschacher Strasse 95;9007 St. Gallen;K112;R4;A;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;224944;34294;1014;28;5;1.215;1.208;2.34;18.73;22.25;93.4;768.82;1835.83;499.77;4462.6;2.24;5.35;1.46;13.01;0;0;505909657;56453004;218337954;780700615;710094868;62996743;14409125;6800122;224944;34294;822;6.6;86.6;200854536;200854536;501141108;318385913;22175207;151436388;8142639;0;19962161;193645152;183832432;511480875;290966748;46;92304980;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Spitalregion Rheintal Werdenberg Sarganserland;Alte Landstrasse 106;9445 Rebstein;K112;R4;A;NF;MSt, Arzt, BGs;4;MRI, CT;77584;15724;997;9;5;0.773;0.728;14.36;4.22;19.58;91.83;177.91;478.34;156.54;1120.46;1.13;3.04;1;7.13;20400;0;125652790;9357547;49215114;184225451;169486247;13962792;1227640;964440;77584;15724;292.2191780822;4.9;68;37635772;33564350;138870607;96498593;5734448;35026272;1840762;0;1838608;34566489;29574144;140058893;86730507;47.1;43103523;69.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Spitalregion Fürstenland Toggenburg;Fürstenlandstrasse 32;9500 Wil SG;K121;R4;A, P;NF;MSt, Arzt, BGs;2;MRI, CT;46197;8609;695;5;4;0.748;0.692;0.66;15;11.94;93.34;95.65;279.61;100.33;627.29;1.11;3.25;1.17;7.29;4810;1752;69154813;4627640;28114337;102022150;89371304;9828701;1572053;-878053;42940;8451;145;5.1;89.9;23807218;20459097;69037276;53124483;3046868;12383704;665629;0;1413453;20557172;17083632;69209757;48099861;47.1;15155394;70.2;0;3257;158;11.1780821918;20.6;90.2;45130;0;2354416;2354416;215677;0;0;0;0;33768;33768;2050089;2050089;47;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Spital Linth;Gasterstrasse 25;8730 Uznach;K121;R4;A;NF;MSt, Arzt, BGs;1;MRI, CT, Lito;33229;6273;399;4;1;0.713;0.681;0.39;8.58;14.45;92.79;67.13;151.06;42.04;369.44;1.07;2.41;0.67;5.89;2205;0;44160232;3981483;19494611;67854582;67117996;1982995;360870;1894256;33229;6273;104.0136986301;5.3;82.9;18876268;18876268;47783537;35428572;2742546;10310729;615950;0;546773;17698980;17698980;49561729;35055588;46.2;11860633;69.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Hirslanden Klinik Stephanshorn;Brauerstrasse 95;9016 St. Gallen;K122;R1;A;NF, IPS;Arzt, BGs;1;MRI, CT;28745;6551;756;5;4;0.960;0.940;1.55;25.38;28.93;93.58;14.87;150.41;52.56;313.89;0.23;2.3;0.8;4.79;0;0;35960498;3995205;39459047;79414750;86499030;3192110;14000;10290390;28745;6551;75.7534246575;4.4;91.5;12727374;11288893;63492041;35238239;1415846;19321603;700881;0;0;8379407;7531009;77183473;36857398;47.8;14808936;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kantonale Psychiatrische Dienste Sektor Nord;Zürcherstrasse 30;9500 Wil SG;K211;R4;P;;BGs;4;;80197;2067;0;0;0;;;0.66;3.9;0;99.47;58.71;264.9;57.84;584.04;2.84;12.82;2.8;28.26;0;0;62876547;7359025;12320673;82556245;70819103;4144150;7599368;6376;;;;;;;;;;;;;;;;;;;;;;;80197;2067;223;38.8;99.1;16988743;16715680;52253480;52104579;5375893;0;0;0;598390;18431347;11207827;51105686;50851143;46.4;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Psychiatrie-Dienste Süd;;7312 Pfäfers;K211;R4;P;;Arzt, BGs;4;;50742;1262;0;0;0;;;8.39;8.93;0;99.15;49.64;146.81;44.63;376.09;3.93;11.63;3.54;29.8;;;39496377;6706718;10111613;56411604;42431042;6054533;7932542;6513;;;;;;;;;;;;;;;;;;;;;;;50742;1262;150;40.2;96.4;18043141;17476180;32229374;31747689;3180922;0;0;0;451780;17820041;9917592;33748279;33165534;49.4;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik Sonnenhof Kinder­ & Jugendpsychiatrisches Zentrum;Sonnenhofstrasse 15;9608 Ganterschwil;K212;R2;P;;BGs;1;;11234;176;0;0;0;;;0;29.52;0;91.43;4.28;50.14;8.34;101.45;2.43;28.49;4.74;57.64;;;10786624;897445;1125994;12810063;11697660;109299;1080580;162612;;;;;;;;;;;;;;;;;;;;;;;11234;176;36;63.8;94;40782;37182;11371194;10051224;972163;0;0;0;0;43404;38283;11126322;9845234;47.1;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kinderschutzzentrum St. Gallen Romerhuus;Claudiusstrasse 6;9006 St. Gallen;K212;R2;P;;Arzt, BGs;1;;2749;26;0;0;0;;;0;21.21;0;93.94;1.04;6.26;3.7;17.7;4;24.08;14.23;68.08;;;2342425;127728;446192;2916604;2648920;418;568075;300808;;;;;;;;;;;;;;;;;;;;;;;2749;26;8;105.7;98;0;0;3001898;2879221;146756;0;0;0;0;0;0;3186653;2512590;47.3;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kliniken Valens;;7317 Valens;K221;R2;R;;MSt, Arzt, BGs;4;;63550;2639;0;0;0;;;6.14;50;23.7;93.53;31.3;193.56;87.97;502.58;1.19;7.33;3.33;19.04;;;43660158;3583368;12216943;59490800;54744911;5302573;262140;818823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63550;2639;186.3315068493;24.1;96.4;6814590;3990748;49436925;32906755;2925012;14234720;1279047;576297;262140;5707030;2406638;48372531;29941386;49;8832314;50.7;390284;;;;;;;;;;;;;;;;;;;;;;
SG;Rosenklinik am See AG;Zürcherstrasse 111;8640 Rapperswil-Jona;K231;R1;A;;;1;;1259;550;0;1;0;0.914;0.842;0;22.55;23.64;75.45;4.34;10.93;2.82;21.2;0.79;1.99;0.51;3.85;1169;1092;2659908;567832;2546508;5841626;6146685;120452;0;425511;1259;550;6.4876712329;2.3;53.1;1404444;1059059;4492565;2589338;292012;965344;101916;0;0;1066253;791416;4716517;2400826;49;1241483;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Thurklinik AG;Bahnhofstrasse 123a;9244 Niederuzwil;K232;R1;A;;;1;;2161;935;42;2;2;0.718;0.647;8.56;52.98;6.2;81.28;0;10.11;2.36;20.95;0;1.08;0.25;2.24;3932;8;2132063;432231;2909033;5521584;5876069;46003;0;440111;2161;935;11;2.3;86.4;631019;629341;4513135;3649446;274728;721062;69534;0;0;534000;525379;5275140;4068429;47.7;1091735;47.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Ostschweizer Kinderspital;Claudiusstrasse 6;9006 St. Gallen;K233;R2;A;NF, IPS;MSt, Arzt, BGs;2;CT;21606;4006;46;3;0;1.028;1.031;2.84;29.74;6.26;80.2;82.27;258.6;49.44;525.91;2.05;6.46;1.23;13.13;1791;0;56314895;3035415;13168479;74615215;67310513;2481539;6324819;2783;21606;4006;74;5.4;78.4;23492888;15717139;49132689;26206218;1668503;2683213;107532;0;887515;23325761;12180458;50421375;26192332;49.3;2201148;64.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Geriatrische Klinik St. Gallen;Rorschacher Strasse 94;9000 St. Gallen;K234;R1;A, R;;MSt, Arzt, BGs;1;;29354;1539;0;0;0;;;0.31;9.81;32.45;98.76;17.95;114.89;28.31;249.15;1.17;7.47;1.84;16.19;;;18482541;1711157;5095069;26044269;24727496;1404158;584227;671612;0;0;88;;95.9;945759;945759;22621148;14831934;1079332;7540445;592424;0;154791;795376;553756;23894744;14647046;47;7600081;54.9;0;;;;;;;;;;;;;;;;;;;;;;;29354;1539;0;19.1;;572220;572220;0;0;0;0;0;0;0;1178317;594090;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik St. Georg Goldach AG;Klosterstrasse 19;9403 Goldach;K235;R1;A;;;1;MRI;49;20;0;2;0;;;0;15;20;95;1.28;13.08;3.49;27.36;6.4;65.4;17.45;136.8;0;0;3208680;948389;1986683;6143752;144321;8237;5990318;-5990318;49;20;10.8164383562;2.4;1.7;1665406;1637464;4289595;3176807;301325;920309;87625;0;0;28690;27590;129737;87588;46.7;36197;62.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
