KT;Inst;Adr;Ort;Typ;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
GR;Ospidal d'Engiadina Bassa Akutabteilung;;7550 Scuol;K123;oeff;A;NF;BGs;1;CT;5784;1140;40;2;1;0.7873254386;0.7354248246;10.3509;25.5382;21.5789;83.7719;17.9;28.91;20.3;104.58;1.57;2.54;1.78;9.17;0;0;11322068;238594;3650360;15211022;12274681;1268290;1668052;-66586;5784;1140;22;5.1;72;5756485;4566387;10106417;6580149;1084082;2101682;342991;0;0;3790261;2906285;10456439;5514580;50.3;2163164;67.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospedale San Sisto Akutabteilung;;7742 Poschiavo;K123;oeff;A;NF;MSt, Arzt, BGs;1;;4266;528;46;1;1;0.7509526515;0.7099660985;2.8409;3.3138;13.6364;96.7803;3.31;38.89;4.22;71.9;0.63;7.37;0.8;13.62;46;0;6485984;78384;2644830;9209198;8214078;565959;429160;-29905;4266;528;15;8.1;77.7;2422489;2261384;4465275;3655628;658286;705627;117976;0;0;1540413;1443815;3843592;2709721;46.1;861223;65.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kreisspital Surses;Stradung 52;7460 Savognin;K123;oeff;A;NF;Arzt, BGs;1;CT;2166;444;0;1;0;0.809411236;0.6953235955;7.9295;36.3636;27.9736;81.0573;6.44;9.93;12.67;42.14;1.45;2.24;2.85;9.49;2;0;4290280;256523;1745713;6292516;5182614;508182;655128;61167;2166;444;7;4.9;84.8;2197169;1882401;3124467;1857169;133231;893690;63062;0;85580;2284103;1816370;2993040;1544707;100;1018590;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospidal Val Müstair Akutabteilung;Sielva;7536 Sta. Maria V. M.;K123;oeff;A;NF;MSt, Arzt, BGs;1;;1241;203;0;0;0;0.6505960591;0.5868;6.8966;18.5185;6.8966;90.6404;4.5;5.38;5.65;19.13;2.22;2.65;2.78;9.42;0;0;3754815;107555;1623910;5486280;4037192;1159768;529094;243173;1241;203;3.4;6.1;100;56746;56746;1436586;1365651;201102;0;0;0;0;39043;0;1403572;1036904;49.7;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospedale casa di cura della Bregaglia divisone acute;;7606 Promontogno;K123;oeff;A;NF;BGs;1;;1114;78;0;0;0;0.7323506494;0.9172545455;1.2821;3.8961;0;98.7179;4.02;29.86;3.25;51.82;5.15;38.28;4.17;66.44;0;0;4209672;360968;1264243;6210390;5728292;111080;445109;408942;1114;78;3;14.3;101.7;381287;210437;714921;726481;58809;0;0;0;0;210482;126079;827142;621295;45.4;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;K211;oeff;P;NF;Arzt, BGs;5;;76019;1798;0;0;0;;;0.7103;17.6221;7.5089;92.7448;41.43;198.3;42.77;432.67;2.3;11.03;2.38;24.06;3;3;43522546;9272717;12907583;65702846;56002887;3265800;6878335;444176;;;;;;;;;;;;;;;;;;;;;;;76019;1798;219;42.3;94.8;13858348;12910366;51411236;41424362;7104471;5688135;694088;0;1;12622600;10829489;47744632;37349446;48;5007003;66.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Clinica Holistica Engiadina SA;Praz;7542 Susch;K212;priv;P;;Arzt;1;;11262;315;0;0;0;;;0.3155;86.0465;36.5931;99.6845;4.05;1.76;11.42;35.14;1.29;0.56;3.63;11.16;0;3;3331979;742446;1238477;5687233;6772556;423617;0;1508940;;;;;;;;;;;;;;;;;;;;;;;11262;315;30.8;35.8;100;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kinder­ & Jugendpsychiatrischer Dienst, Jugendstation Chur;Waisenhausstrasse 1;7000 Chur;K212;priv;P;;;1;;1926;44;0;0;0;;;0;27.7778;1.8182;100;1.06;7.42;0;9.08;2.41;16.86;0;20.64;0;0;982615;83793;97507;1163915;1090690;12796;60429;-60429;;;;;;;;;;;;;;;;;;;;;;;1926;44;6;43.8;87.7;0;0;1129693;1129693;83792;0;0;0;0;0;0;1103485;1090689;45.9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Rehabilitationszentrum Seewis Klinik für Herz­ & Kreislauferkrankungen;Prafära 128;7212 Seewis Dorf;K221;priv;R;;MSt, Arzt, BGs;1;;21613;835;0;0;0;;;3.1818;83.6471;28.9773;99.6591;5.72;13.29;4.99;64.24;0.69;1.59;0.6;7.69;0;0;5898178;986962;2188864;9176502;8535050;1282444;57520;706887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21613;835;64;25.9;92.3;213661;204758;8726044;6265530;984697;1776514;407336;0;57420;143853;0;9055991;5673774;53.4;2814689;64.2;0;;;;;;;;;;;;;;;;;;;;;;
GR;Tgea Sulegl Rehaklinik & Kurhaus;Veia Granda;7440 Andeer;K221;priv;R;;;1;;6355;484;0;0;0;;;0;2.9126;17.6357;72.093;0;6.57;4.92;16.88;0;1.36;1.02;3.49;1;0;1803466;392587;482101;2978179;2878550;175839;716;76926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6355;484;18.4;13.1;94.1;356002;0;2322153;1446252;114164;491082;38765;0;0;377383;0;2677723;1525713;100;697395;100;0;;;;;;;;;;;;;;;;;;;;;;
GR;Klinik Gut AG;Via Arona 34;7500 St. Moritz;K231;priv;A;NF;MSt, Arzt, BGs;2;MRI;6558;2094;0;4;0;0.9552698185;0.936230468;10.745;21.9486;44.1261;60.2674;19.23;44.7;10.04;113.93;0.92;2.13;0.48;5.44;4;0;13059697;1790020;13404182;29879296;29452737;1139023;123245;2453241;6558;2094;26;3.1;68.9;8472592;5420866;19368483;6761299;388616;5627395;284444;0;1;6459373;3874698;23757479;7517252;45.4;7126239;62.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Geburtshaus Graubünden;Im Pramalinis 2;7307 Jenins;K232;priv;B;;;1;;373;107;52;0;1;0.4247383178;0.4056859813;0;30.4762;1.8692;100;0;2.26;0;2.68;0;2.11;0;2.5;0;2;210657;39817;47995;367652;112053;76;140787;3551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;373;107;1;3.5;100;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
GR;Hochgebirgsklinik Davos;Herman­Burchard­Strasse 1;7265 Davos Wolfgang;K235;priv;A, R;;MSt, Arzt, BGs;1;;48766;1799;0;0;0;;;94.3448;80.7692;0;100;14.89;32.07;31.71;180.98;0.83;1.78;1.76;10.06;3;0;13856781;2451892;5156769;23590616;12978395;2293665;238080;-3577281;9816;365;40;26.9;67.2;0;0;4300548;318473;44270;29022;3770;0;73637;0;0;3751683;339966;53.2;20159;49;0;;;;;;;;;;;;;;;;;;;;;;;38950;1434;310;27.2;34.4;1154654;0;13528979;577605;91161;138966;6155;0;169822;756023;0;8473892;280082;55.4;105626;58.1;0;;;;;;;;;;;;;;;;;;;;;;
JU;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;K121;oeff;A, P, R;NF, IPS;Arzt, BGs;4;MRI, CT;87301;8678;618;9;2;0.8754918375;0.9017433198;0.9866;6.1986;8.2253;93.4725;104.4;440.5;129.88;1004.12;1.2;5.08;1.5;11.57;4;0;107954575;7929776;31092460;150542174;120021911;4440683;19829218;-7673442;51529;7181;166.6;7.2;84.5;43932665;0;72944913;61923019;3549179;6981217;381727;0;0;42950786;0;65289928;49937108;45;7973377;64.7;0;10287;460;34;22.4;82.7;0;0;7675779;7191879;580707;483904;46082;0;0;0;0;7333275;6330735;45.4;586832;63.1;0;25485;1037;86.3;24.6;80.7;0;0;18074010;15786892;857327;2203101;120015;0;0;0;0;17982916;13819396;47;2939134;65.7;0;;;;;;;;;;;;;;;;;;;;;;
JU;Clinique le Noirmont;Chemin de Roc­Montès 20;2340 Le Noirmont;K221;priv;R;;BGs;1;;21747;998;0;0;0;;;1.1662;82.3009;22.2546;99.7085;5.98;17.33;11.88;72.07;0.6;1.74;1.19;7.22;0;0;6482663;911241;2234679;9628583;9365125;670214;0;406756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21747;998;68;21.8;87.4;10115;9417;9469415;6546505;0;2898293;0;0;0;369530;323745;9665809;8167241;46;809528;100;0;;;;;;;;;;;;;;;;;;;;;;
JU;Maison de naissance Les Cigognes;Route Principale 21;2824 Vicques;K232;priv;B;;BGs;1;;44;24;10;0;1;0.4084166667;0.3536583333;0;16.6667;4.1667;100;;;;;;;;;0;5;0;7700;62184;69884;68614;0;0;-1340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;24;0.1;1.8;100;0;0;62384;62384;0;0;0;0;0;0;0;68614;68614;45.2;0;;0
LU;Luzerner Kantonsspital;Spitalstrasse;6004 Luzern;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;222794;35221;2207;34;10;1.0954024834;1.0675212999;0.6801;16.9976;17.3002;90.7845;704.96;2150.43;502.96;4410.28;2;6.11;1.43;12.52;39;0;443446653;48964691;203379855;695791199;672760742;41764391;16180737;34914671;213853;34943;744;6.1;78.5;219976616;204656864;422012413;296904643;23987785;84463787;7194870;0;0;219858980;204729839;428949763;273883598;48.1;109055423;66.9;0;;;;;;;;;;;;;;;;;;;;;;;8941;278;26.2;32.2;93.1;2972845;2616321;10916290;7520210;664012;2996292;273734;0;0;1943960;1779522;8971544;5567911;56.3;3175460;70.5;0;;;;;;;;;;;;;;;;;;;;;;
LU;Klinik St. Anna;St. Anna­Strasse 32;6006 Luzern;K121;priv;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, CC;56094;9917;605;7;3;1.0806663815;1.0598434845;0.3953;16.0272;57.0407;92.9405;45.79;236.76;195.59;708.84;0.46;2.39;1.97;7.15;135;0;74228076;25269186;52233022;151730484;148242120;12962953;0;9474589;56094;9917;182;5.7;84.4;44848969;6871;118485033;42050096;5602980;74432093;9611858;0;0;41723200;1702;115815822;34852908;50;79190159;64.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Luzerner Psychiatrie;Schafmattstrasse 1;4915 St. Urban;K211;oeff;P;NF;MSt, Arzt, BGs;3;;109604;2417;0;0;0;;;0.2204;12.4816;0.0735;96.9508;36.5;254.78;45.93;563.44;1.51;10.54;1.9;23.31;0;0;50575973;6894547;14333920;71804440;65025006;6851650;2598700;3045017;;;;;;;;;;;;;;;;;;;;;;;109604;2417;295;45.3;101.5;2539721;2308653;54338879;52997707;6918256;0;0;6527775;2101263;1018089;851823;55833081;52359951;51.4;0;;7216791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Luzerner Höhenklinik Montana;Burgerstrasse 22;6003 Luzern;K221;oeff;R;;MSt, Arzt, BGs;1;;17690;778;0;0;0;;;0.9816;22.3048;21.5951;98.4049;9.93;34.1;12.52;96.63;1.28;4.38;1.61;12.42;0;0;9174352;2055197;2605012;13834561;12336187;642778;855596;-777880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17690;778;58.7;22.7;82.3;438403;415922;12502081;9551967;1200817;2552688;338735;0;30600;448245;428083;12013008;8945345;50.4;2301031;49.6;0;;;;;;;;;;;;;;;;;;;;;;
LU;Sonnmatt Luzern AG Privatklinik;Hemschlenstrasse;6006 Luzern;K221;priv;R;;;1;;8133;458;0;0;0;;;0.2188;57.4561;83.151;98.4683;0;10.3;4.5;30.03;0;2.25;0.98;6.56;2;0;1778870;240224;1869506;3987166;1817362;1879987;0;7119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8133;458;36;17.8;61.9;0;0;3987166;201705;21999;407065;0;0;0;0;0;4667797;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
LU;Swissana Clinic;Huobmattstrasse 9;6045 Meggen;K231;priv;A;;BGs;1;;3122;1052;0;3;0;0.8873466667;0.8417571429;0.0951;38.2493;51.711;84.0304;0;15.6;5.65;30.8;0;1.48;0.54;2.93;30;0;3044844;779021;3377465;7345463;7468181;169527;0;292245;3122;1052;15.1;3;56.5;1411304;1411304;6112300;3377226;464872;2289005;315244;0;0;1363714;1363714;6273994;2979144;50;2677267;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Geburtshaus Terra Alta;Schellenrain;6208 Oberkirch;K232;priv;B;;BGs;1;;1565;374;186;0;1;0.4098714286;0.3918117857;0.3509;14.0845;0;100;0;3.69;0.05;7.79;0;0.99;0.01;2.08;0;1;1190745;156052;382063;1732583;1624407;133205;1215;27084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1565;374;4;4.2;107.2;0;0;1671115;1671115;151990;0;0;0;0;172698;0;1574635;1562660;50.1;0;;0
LU;Schweizer Paraplegiker­Zentrum;Guido A. Zäch Strasse 1;6207 Nottwil;K235;priv;A, R;IPS;Arzt, BGs;1;MRI, CT;48527;1164;0;3;0;;;7.4451;82.2185;22.3354;58.4639;70.24;301.48;142.63;826.64;6.03;25.9;12.25;71.02;8;0;84219411;11920402;26874991;123082883;101202490;16237936;5482725;-4797360;1335;141;4;9.5;91.4;15841414;12367487;5323775;3795287;359634;1310897;124859;0;0;10193913;8273017;4053965;2906198;73.1;961583;73.1;0;;;;;;;;;;;;;;;;;;;;;;;47192;1023;136;46.1;95.1;8267457;4069212;73135339;32532834;3255804;14645204;1496413;0;1414741;5384678;2418479;80207429;33407749;58.4;15418643;58.3;0;;;;;;;;;;;;;;;;;;;;;;
LU;Therapiezentrum Meggen;Rütliweg 1;6045 Meggen;K235;priv;P;;BGs;1;;6833;84;0;0;0;;;0;37.1134;0;100;0;2.75;7.53;11.68;0;3.27;8.96;13.9;1;0;1575876;1046;371421;2224257;2129697;397983;34170;337593;;;;;;;;;;;;;;;;;;;;;;;6833;84;19;81.3;98.5;0;0;2205572;2205572;0;0;0;0;0;0;0;2219851;2129697;49;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Hôpital Neuchâtelois HNE;Landeyeux;2046 Fontaines;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;7;MRI, CT, PET, CC, LB;126709;16873;1360;8;5;0.935724028;0.8940135165;0.6828;3.4955;9.3354;90.7584;260.72;875.09;198.03;1985.73;1.55;5.19;1.17;11.77;0;0;213384689;28634486;78598283;333622332;157857348;11866221;163593590;-472956;85545;14635;299.1;5.8;78.1;70595509;62208146;185093349;155263157;8718682;22933175;1089555;238595;0;60950921;55565906;238655113;52420300;100;16397951;100;355199;;;;;;;;;;;;;;;;;;;;;;;41164;2238;139.4;18.4;80.7;5661290;4684413;39363428;35579229;2258754;3472491;234378;452306;0;3739822;3015580;16032187;12870919;100;1803000;100;1402063;;;;;;;;;;;;;;;;;;;;;;
NE;Fondation de l'Hôpital de la Providence;Faubourg de l'Hôpital 81;2001 Neuchâtel;K123;oeff;A;;MSt, Arzt, BGs;2;;14193;2061;0;4;0;1.0964154376;1.0415496067;0.1958;3.8744;18.5022;83.6515;36.39;127.51;22.56;271.21;1.77;6.19;1.09;13.16;18;0;29242979;2289017;15101433;48724582;24325757;8878539;13914452;-823700;14193;2061;52;6.9;74.8;23535772;20005405;23688811;16432871;448792;0;0;0;1500000;19894594;16492788;26380500;7296733;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;CNP Centre Neuchâtelois de psychiatrie;;2017 Boudry;K211;oeff;P;NF;;4;;60022;1856;0;0;0;;;0.7246;3.3887;0.2635;99.5389;61.98;171.09;55.42;412.27;3.34;9.22;2.99;22.21;0;0;46453999;3844475;6745204;57043678;17227447;10828099;30318309;173214;;;;;;;;;;;;;;;;;;;;;;;60022;1856;187;32.3;87.9;11124160;11086068;45253901;45415295;2557181;0;0;0;0;8752168;8727763;47224007;17847055;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Maison de naissance Tilia;Chemin des Valangines 9;2000 Neuchâtel;K232;priv;B;;BGs;1;;37;23;19;0;1;0.396452381;0.2983142857;0;9.5238;0;100;0;0;0;0.1;0;0;0;0.43;0;0;6127;40805;23641;70573;0;58570;0;-12000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;23;1;1.6;10.1;1064;0;6789;0;0;0;0;0;0;0;0;58570;0;;0;;0
NE;Clinique Montbrillant SA;Rue de la Montagne 1;2300 La Chaux­de­Fonds;K235;priv;A;;;1;;1101;227;0;3;0;;;0;7.8947;77.6316;62.2807;0;14.17;3.99;44.69;0;6.24;1.76;19.69;44;0;3267000;715303;8847653;12839057;12359706;400797;0;-10362;1101;227;21.4;4.9;14.1;4599321;4323363;1211571;0;0;872332;95491;0;0;9724229;8852677;3098468;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Clinique de la Tour SA;Rue des Musées 58;2300 La Chaux­de­Fonds;K235;priv;A;;BGs;1;;430;159;0;2;0;;;0;11.1111;65.9722;25.6944;0;11.05;4;21.75;0;6.95;2.52;13.68;12;2;1460806;65956;2840872;4373144;4382276;9584;0;24022;430;159;4.5;2.7;25.8;3292217;2931444;1069410;0;0;989028;9150;0;0;3301443;2934846;1084417;0;;994392;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Kantonsspital Nidwalden;Ennetmooserstrasse 19;6370 Stans;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;22059;4203;317;4;3;0.8842024336;0.8568315487;2.2499;24.0223;20.9699;88.9908;48.05;168.04;50.21;367.2;1.14;4;1.19;8.74;24;13;37739044;6976965;17329723;62395732;53465188;3480114;5900000;479605;22059;4203;74;5.2;81.7;17788312;15239183;39352446;26253385;2266539;9275955;936509;45905;0;18334944;8541687;42236445;25776820;55.1;11667108;68.2;36609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Geburtshaus Stans;Rosenweg 3;6370 Stans;K232;priv;B;;;1;;397;89;51;0;1;0.4071;0.4012;0;80;0;100;0;1.03;0;2.72;0;1.16;0;3.06;0;0;305820;46536;100374;452730;403898;37492;1355;-9985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397;89;3;4.5;36.3;24547;25085;425775;420375;13197;5185;0;0;0;62540;19383;379956;371228;50;8728;50;0
OW;Kantonsspital Obwalden;Brünigstrasse 181;6060 Sarnen;K122;oeff;A, P;NF;MSt, Arzt, BGs;1;CT;21707;2817;225;3;2;0.819258111;0.7788220981;1.2932;12.1847;11.9948;90.333;44.23;131.07;50.93;334.42;1.57;4.65;1.81;11.87;22;3;33084885;5438843;12838208;51424915;39738284;3322525;8935954;603707;13574;2552;51;5.3;72.9;15088981;13051833;23137123;17683970;1703930;3192028;304520;0;0;19384437;7393969;22568721;16337407;53.5;3829091;68;0;8133;265;25;30.7;89.1;2479765;2464793;5501904;4777977;486378;0;0;0;0;1396963;1195113;5553737;4367681;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kantonsspital St. Gallen;Rorschacher Strasse 95;9000 St. Gallen;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;265818;35257;1175;28;5;1.180158817;1.1616853816;2.5942;17.133;22.6523;79.9971;704.18;1772.54;539.77;4240.24;2;5.03;1.53;12.03;11;0;460512030;59274289;203603729;733342775;598309529;114692651;18431532;1330562;265818;35257;829;7.5;87.8;172224148;162745909;481343184;331466790;23361272;118002632;9632166;0;14431236;167729977;158412956;491615812;282801547;59.4;174021618;81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Spitalregion Rheintal Werdenberg Sarganserland;Alte Landstrasse 106;9445 Rebstein;K122;oeff;A, R;NF;MSt, Arzt, BGs;4;MRI, CT;88395;14784;991;9;4;0.8408446928;0.793565844;14.0214;4.5499;20.1998;90.1338;154.7;441.12;152.16;1032.54;1.05;2.98;1.03;6.98;29;0;113133098;10535157;40804069;167425674;163048507;7380683;1578000;4581516;88395;14784;273.1;6;88.4;31458707;0;129183778;0;0;0;0;0;1510146;28815897;0;136173507;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Spitalregion Fürstenland Toggenburg;Fürstenlandstrasse 32;9500 Wil SG;K122;oeff;A, P, R;NF;MSt, Arzt, BGs;2;CT;51028;7675;778;5;4;0.8130971963;0.7667876262;0.5534;13.0012;12.0654;90.6291;88.2;256.25;97.97;585.06;1.15;3.34;1.28;7.62;22;1;61821440;5258303;23291194;91872316;83932241;6264207;918500;31953;47171;7504;141;6.3;91.7;20808412;15741629;64808947;49440753;3261035;11277242;676278;0;874353;18541317;13740594;67331476;47071317;50;14554846;100;0;3857;171;12;22.6;88.1;0;0;2217796;2142736;225711;0;0;0;0;0;0;2011070;1933036;50;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Spital Linth;Gasterstrasse 25;8730 Uznach;K122;oeff;A, R;NF;BGs;1;MRI, CT, Lito;35424;5725;440;4;1;0.7721471804;0.7462428973;0.4421;8.8816;15.1957;93.0408;54.9;146.12;43.5;342.71;0.96;2.55;0.76;5.99;12;0;39444609;4744012;16426329;61291179;59481439;1938220;409710;947900;35424;5725;98.1;6.2;98.6;14103027;0;45267564;34184872;2725692;9365293;695716;0;0;12065921;0;47994912;32994168;0;11255689;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Hirslanden Klinik Stephanshorn;Brauerstrasse 95;9016 St. Gallen;K122;priv;A;;BGs;1;MRI, CT;20541;4672;833;5;4;0.87271777;0.8591301852;1.04;23.345;30.3959;91.7351;8.75;106.14;33.33;223.44;0.19;2.27;0.71;4.78;49;0;25088318;3291590;29571976;57951884;67231273;1925282;84163;11288835;20541;4672;70;4.4;80.4;10610572;10567299;46024250;23888560;1041381;19910282;674272;0;0;9563393;9551566;55430226;25158236;52.5;12973872;51.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kantonale Psychiatrische Dienste Sektor Nord;Zürcherstrasse 30;9500 Wil SG;K211;oeff;P;;BGs;4;;80604;1834;0;0;0;;;0.3904;2.8417;0;99.7072;58.47;265.46;53.03;568.22;3.19;14.47;2.89;30.98;41;24;60414012;7748393;11957628;80120033;66726642;3975032;9617804;199445;;;;;;;;;;;;;;;;;;;;;;;80604;1834;223;43.9;98.8;15474440;15036770;50888016;50711202;5766650;0;0;0;0;16181371;8530861;49489261;47564614;50.3;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Psychiatrie-Dienste Süd;;7312 Pfäfers;K212;oeff;P;;MSt, Arzt, BGs;4;;49702;1296;0;0;0;;;7.8762;4.8855;0;99.0858;50.87;144.6;39.41;368.55;3.93;11.16;3.04;28.44;0;0;37617574;5149902;9087449;51854925;38486587;4618032;8750306;-65017;;;;;;;;;;;;;;;;;;;;;;;49702;1296;140;38.4;97;17791930;17041442;28270123;27289614;2807869;0;0;0;454500;16368176;8372227;29629698;29408574;53.2;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik Sonnenhof Kinder­ & Jugendpsychiatrisches Zentrum;Sonnenhofstrasse 15;9608 Ganterschwil;K212;oeff;P;;BGs;1;;11838;137;0;0;0;;;0;36.0947;0;84.0237;3.31;55.25;8.14;95.47;2.42;40.33;5.94;69.69;0;2;10157221;1057272;1142301;12358804;12309425;111258;0;90879;;;;;;;;;;;;;;;;;;;;;;;11838;137;35;86.4;92.7;45536;35888;11349568;9492191;1250391;0;0;0;0;47450;35652;10663987;8850523;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
