canton;name;address1;address2;bfs_typo;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
GR;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;K211;oeff;P;NF;Arzt, BGs;5;;73772;1585;0;0;0;;;4.4407;12.8824;4.5531;85.2726;41.19;182.3;38.48;400.15;2.6;11.5;2.43;25.25;3;2;39515997;1082328;11000284;51598609;31581168;3064174;16953267;-15980698;;;;;;;;;;;;;;;;;;;;;;;73772;1585;208.4;46.5;97;11786833;10947890;44841685;36401327;4971510;3478454;432829;0;0;6968293;6230746;25222648;18817503;100;1941616;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Clinica Holistica Engiadina SA;Praz;7542 Susch;K212;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kinder­ & Jugendpsychiatrischer Dienst, Jugendstation Chur;Waisenhausstrasse 1;7000 Chur;K212;priv;P;;MSt, Arzt, BGs;1;;1989;31;0;0;0;;;5.1282;27.027;0;92.3077;0.69;7.31;0.16;8.16;2.23;23.58;0.52;26.32;0;0;936950;87854;96940;1121744;703692;11763;406289;-1289;;;;;;;;;;;;;;;;;;;;;;;1989;31;6;64.2;90.8;0;0;1121743;1121743;101425;0;0;0;0;0;0;1121743;703962;75.7;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Rehabilitationszentrum Seewis Klinik für Herz­ & Kreislauferkrankungen;Prafära 128;7212 Seewis Dorf;K221;priv;R;;MSt, Arzt, BGs;1;;21919;925;0;0;0;;;3.7113;86.1884;32.3711;99.6907;6.03;12.5;3.43;63.39;0.65;1.35;0.37;6.85;0;0;5587664;794695;2037604;8443021;7388409;1237068;150;186450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21919;925;64;23.7;93.8;179801;100586;8371650;5510240;889613;2825772;517017;0;0;113142;36920;7885200;4787554;100;2521254;100;0;;;;;;;;;;;;;;;;;;;;;;
GR;Tgea Sulegl Rehaklinik & Kurhaus;Veia Granda;7440 Andeer;K221;priv;R;;;1;;6001;458;0;0;0;;;0.2062;3.5124;19.3814;73.4021;0;6.96;5.45;17.23;0;1.52;1.19;3.76;1;0;1690201;245614;420130;2355945;2212202;195917;13868;66045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6001;458;18;13.1;91.3;328486;0;2027458;1252459;115886;448777;41524;0;0;351569;0;2070420;1041305;100;566191;100;0;;;;;;;;;;;;;;;;;;;;;;
GR;Klinik Gut AG;Via Arona 34;7500 St. Moritz;K231;priv;A;NF;MSt, Arzt, BGs;2;MRI;8326;1964;0;4;0;0.894;0.859;14.4094;19.1553;47.0468;56.6191;16.6;48.02;6.76;109.8;0.85;2.45;0.34;5.59;5;0;12584759;1609411;11781027;27331080;25689856;999962;0;902380;8326;1964;25;4.2;91.2;7216989;4411947;18455619;5849197;357641;4759078;286826;0;0;6584354;3733221;19288200;4839735;100;5224067;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Geburtshaus Graubünden;Im Pramalinis 2;7307 Jenins;K232;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Hochgebirgsklinik Davos;Herman­Burchard­Strasse 1;7265 Davos Wolfgang;K235;priv;A, R;;MSt, Arzt, BGs;1;;45726;1658;0;0;0;;;95.3873;78.2051;0;100;16.56;35.13;31.81;193.68;1;2.12;1.92;11.68;2;0;14261510;2574790;5269229;24178588;11928301;1602333;2854999;2288065;10030;389;74;25.8;37.1;0;0;4170872;0;0;0;0;0;0;0;0;3836769;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;35696;1269;281;28.1;34.8;336325;0;10690761;0;0;0;0;0;0;492721;0;7574143;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
JU;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;K121;oeff;A, P, R;NF, IPS;Arzt, BGs;4;MRI, CT;77345;8100;598;9;2;0.853;0.899;0.8537;5.326;8.9512;93.4268;94.52;412.71;126.33;945.81;1.17;5.1;1.56;11.68;4;0;98680046;1980631;30196432;130857109;75394588;3982261;49636718;-1952548;51943;7035;167.7;7.4;84.9;44953597;0;73681496;60875620;3375166;9637889;513554;0;0;43789801;0;68036358;22627901;100;8299505;100;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;25402;1065;81.8;23.9;85;0;0;16426998;14278087;611732;1777758;82268;0;0;0;0;15379701;6361850;100;2328102;100;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
JU;Clinique le Noirmont;Chemin de Roc­Montès 20;2340 Le Noirmont;K221;priv;R;;Arzt, BGs;1;;21783;922;0;0;0;;;0.5198;81.5047;25.8836;99.6881;2.54;14.21;10.78;61.41;0.28;1.54;1.17;6.66;0;0;6111254;737845;1972859;8821958;7893800;627657;0;-300501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21783;922;74;23.6;80.6;0;0;234936;234936;0;0;0;0;0;0;0;6616295;6095891;100;0;;0;;;;;;;;;;;;;;;;;;;;;;
JU;Maison de naissance Les Cigognes;Route Principale 21;2824 Vicques;K232;priv;B;;BGs;1;;52;38;18;0;1;0.401;0.329;17.6471;28.5714;0;82.3529;0;1;0;2;0;2.63;0;5.26;0;2;53194;27274;41465;121933;96853;14954;0;-10126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;38;0.1;1.4;100;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
LU;Luzerner Kantonsspital;Spitalstrasse;6004 Luzern;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;240178;36464;2257;34;10;0.977;1.021;0.7562;16.8796;17.1848;90.5609;676.11;2099.01;486.88;4287.06;1.85;5.76;1.34;11.76;39;0;421884776;58863984;208125193;688873953;453986675;42049612;206464000;13626334;230921;36186;784.3;6.4;80.7;200981742;177859009;420678050;295992734;21748482;85176663;6451077;0;0;204234324;172732595;429017308;136218086;100;71605461;100;0;;;;;;;;;;;;;;;;;;;;;;;9257;278;29.2;33.3;86.9;2388083;2010644;10085057;7138436;562366;2475659;185791;0;0;2033333;1349963;12160461;4889353;100;1925344;100;0;;;;;;;;;;;;;;;;;;;;;;
LU;Klinik St. Anna;St. Anna­Strasse 32;6006 Luzern;K121;priv;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC;53918;9477;756;7;3;0.956;0.957;0.4639;15.8089;63.7638;85.6853;38.81;224.21;172.06;642.23;0.41;2.37;1.82;6.78;111;0;68245348;19369162;55540482;143165605;139983334;10580669;0;7398398;53918;9477;179;5.7;82.5;42245292;42245292;94367455;27206389;4311438;67339618;11032542;0;532288;38959462;37253877;103085664;26280050;88.1;79783256;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Luzerner Psychiatrie;Schafmattstrasse 1;4915 St. Urban;K211;oeff;P;NF;MSt, Arzt, BGs;3;;99756;2379;0;0;0;;;0.2265;12.1075;0.8305;97.4707;42.47;248.3;41.32;555.07;1.79;10.44;1.74;23.33;0;0;52512551;7363183;14776923;74652657;31400095;6672564;38269865;1989585;;;;;;;;;;;;;;;;;;;;;;;99756;2379;294;41.9;93;1868078;1392639;56105839;53649682;6618658;358563;44149;6335675;2080458;1037686;805785;56661864;23548102;99.7;244232;100;9192532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Luzerner Höhenklinik Montana;Burgerstrasse 22;6003 Luzern;K221;oeff;R;;MSt, Arzt, BGs;1;;18354;906;0;0;0;;;0.3233;21.1892;22.306;97.4138;9.36;33.19;12.93;93.16;1.03;3.66;1.43;10.28;0;0;9177639;2123462;2720445;14021546;6997175;930986;6678000;584615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18354;906;59.6;20.3;84.4;419156;407155;12443862;9730482;1200424;2379410;363658;0;0;483109;456475;13138904;4566055;78.5;1648899;75.9;0;;;;;;;;;;;;;;;;;;;;;;
LU;Sonnmatt Luzern AG Privatklinik;Hemschlenstrasse;6006 Luzern;K221;priv;R;;;1;;7806;451;0;0;0;;;0.2227;63.1696;90.8686;99.7773;0;10.1;4.5;29.83;0;2.24;1;6.61;2;0;1512053;245257;1623206;3472673;1698275;1778510;0;4112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7806;451;36;17.3;59.4;0;0;3675417;186798;20806;2481734;276418;0;0;0;0;3696366;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
LU;Swissana Clinic;Huobmattstrasse 9;6045 Meggen;K231;priv;A;;BGs;1;;3215;1104;0;3;0;0.802;0.756;0.4537;34.8222;60.3448;86.8421;0;16.83;5.11;30.52;0;1.52;0.46;2.76;28;0;3006806;762398;2928207;6697412;6542486;185636;0;30711;3215;1104;15.4;2.9;57.1;1549128;479635;5218849;2098898;0;2729655;0;0;0;1636841;1636841;5091280;2157523;100;2346950;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU;Geburtshaus Terra Alta;Schellenrain;6208 Oberkirch;K232;priv;B;;BGs;1;;1476;325;149;0;1;0.438;0.436;0;17.2632;3.5789;82.3158;0;2.44;0;5.32;0;0.75;0;1.64;0;0;564150;99690;195206;859046;727394;132017;79;617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1476;325;3;4.5;134.8;2497;2497;867592;0;0;867592;157919;0;0;133818;547;711064;0;;616714;100;0
LU;Schweizer Paraplegiker­Zentrum;Dr. Guido A. Zäch Strasse 1;6207 Nottwil;K235;priv;A, R;IPS;Arzt, BGs;1;MRI, CT;48018;837;0;3;0;;;9.0241;80.5075;23.8195;59.8111;73.37;293.99;136.61;807.92;8.77;35.12;16.32;96.53;8;0;82972792;12766099;27101562;123317364;94776631;16794107;10583653;-10567530;2023;162;0;12.5;;22122538;15445279;6578532;4112808;369829;1716014;148289;0;0;15341900;10772007;2922295;1646262;100;740526;100;0;;;;;;;;;;;;;;;;;;;;;;;45995;675;140;68.1;90;0;0;72727991;32566424;3109197;17469709;1667879;0;0;0;0;76394788;32194341;100;22324159;100;0;;;;;;;;;;;;;;;;;;;;;;
LU;Therapiezentrum Meggen;Rütliweg 1;6045 Meggen;K235;priv;P;;BGs;1;;7005;86;0;0;0;;;0;37.7551;0;100;0;3.62;7.2;12.11;0;4.21;8.37;14.08;1;0;1483889;31623;383315;2153437;2187773;17330;5799;183715;;;;;;;;;;;;;;;;;;;;;;;7005;86;19;81.5;101;0;0;2009858;2009858;54720;0;0;0;0;38152;38152;2155420;2155420;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
NE;Hôpital Neuchâtelois HNE;Landeyeux;2046 Fontaines;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;7;MRI, CT, PET, CC, LB;144361;17366;1592;10;5;0.879;0.889;0.7922;3.599;9.4075;93.8439;267.47;888.31;196.81;2014.42;1.54;5.12;1.13;11.6;0;0;210201582;25447950;78729548;355847103;144214075;11953692;199270300;417074;98973;15008;306.3;6.6;88.5;54344095;48022932;207344027;176927490;20902174;23089620;503361;316126;0;64429807;55036123;190284093;50001185;100;17001435;100;223108;;;;;;;;;;;;;;;;;;;;;;;45388;2358;142.8;19.2;87.1;0;0;40990417;37586382;2622207;2980231;123329;0;0;0;0;12933721;11303332;100;1356789;100;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
NE;Fondation de l'Hôpital de la Providence;Faubourg de l'Hôpital 81;2001 Neuchâtel;K123;oeff;A;;MSt, Arzt, BGs;2;;16852;2137;0;4;0;1.017;1.067;0.1445;3.3285;18.2563;85.3083;37.76;136.63;23.08;290.48;1.77;6.39;1.08;13.59;15;0;30217150;2179673;15159680;47834025;22932857;8263458;16469308;-321281;16852;2137;55;7.9;83.9;22450238;19082701;23883787;16513394;448792;0;0;0;1500000;18759658;15414220;28762079;7033692;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;CNP Centre Neuchâtelois de psychiatrie;;2017 Boudry;K211;oeff;P;NF;;4;;60732;1761;0;0;0;;;0.3721;2.6681;0.6911;99.8405;57.44;171.94;55.25;450.69;3.26;9.76;3.14;25.59;0;0;45533549;4244056;6059888;55837493;22753254;542628;31957669;0;;;;;;;;;;;;;;;;;;;;;;;60732;1761;217;34.5;76.7;10792603;10792603;44995759;44995759;2971084;0;0;0;0;8305951;8251823;46947601;14501432;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
NE;Maison de naissance Tilia;Chemin des Valangines 9;2000 Neuchâtel;K232;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Clinique Montbrillant SA;Rue de la Montagne 1;2300 La Chaux­de­Fonds;K235;priv;A;;;1;;1222;224;0;3;0;;;0;9.375;96.875;77.6786;0;12.34;3.66;41.01;0;5.51;1.63;18.31;0;0;2998401;664337;9244723;12923356;12625473;315668;0;19570;1222;224;21.4;5.5;15.6;4634411;4370248;2933176;0;0;2111888;86155;0;0;9542864;8748300;3400062;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NE;Clinique de la Tour SA;Rue des Musées 58;2300 La Chaux­de­Fonds;K235;priv;A;;BGs;1;;307;115;0;2;0;;;0;13.3333;86.6667;48.8889;1.08;9.5;4;21.78;0.94;8.26;3.48;18.94;12;2;1453814;83769;2892147;4434747;4447831;5660;0;20963;307;115;9.7;2.7;8.6;3485419;3105096;944620;0;0;891522;9395;0;0;3712702;3193633;740788;0;;650416;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Kantonsspital Nidwalden;Ennetmooserstrasse 19;6370 Stans;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;21293;4077;363;4;3;0.829;0.82;2.0667;20.3767;20.8889;90.0667;47.89;159.22;44.49;348.1;1.17;3.91;1.09;8.54;18;14;35646712;7505803;16933817;60486332;37712227;3595466;20930000;1761041;21293;4077;75;5.2;77.8;16204002;0;38598312;25003001;2446954;10054749;1082562;0;0;11227531;0;47699875;13082670;100;10629913;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Geburtshaus Stans;Rosenweg 3;6370 Stans;K232;priv;B;;;1;;336;84;84;0;1;0.435;0.423;0;67.7419;0;100;0;0;0;3.09;0;0;0;3.68;0;0;216911;37967;118973;391574;231745;108755;5028;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;336;84;3;4;30.7;27266;27266;351901;0;0;351901;4726;0;0;53817;2705;337795;0;;229040;100;0
OW;Kantonsspital Obwalden;Brünigstrasse 181;6060 Sarnen;K122;oeff;A, P;NF;MSt, Arzt, BGs;1;CT;22504;2958;281;3;2;0.735;0.768;1.0195;11.392;12.4807;90.6086;40.04;126.34;51.3;322.22;1.35;4.27;1.73;10.89;18;2;31779046;5809907;13324806;50914032;25830980;3510829;23056094;1538579;14474;2681;53;5.4;74.8;14674888;0;22853358;17846373;1871852;3042062;322896;0;0;10175769;0;36295658;7851175;100;3745831;100;0;8030;277;25;29;88;2316567;0;5156209;4565056;536777;0;0;0;0;1353418;0;2583132;1925033;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kantonsspital St. Gallen;Rorschacher Strasse 95;9000 St. Gallen;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;268747;34762;1261;28;5;1.056;1.115;2.6569;16.9381;22.3098;92.5458;679.29;1757.19;512.62;4111.39;1.95;5.05;1.47;11.83;11;0;441647468;60252248;192476038;700457333;371864019;113744756;208633251;1249930;268747;34762;819;7.7;89.9;112129236;0;359383291;0;0;0;0;0;0;163182460;0;270218598;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Spitalregion Rheintal Werdenberg Sarganserland;Alte Landstrasse 106;9445 Rebstein;K122;oeff;A, R;NF, IPS;MSt, Arzt, BGs;4;MRI, CT;92579;14689;1028;9;4;0.747;0.739;12.9262;4.4369;21.2075;90.8615;150.97;436.45;144.68;1010.55;1.03;2.97;0.98;6.88;47;0;106471643;10688812;39876718;157037173;90655148;6952102;59440785;159672;92579;14689;291;6.3;87.2;29383838;0;123005333;0;0;0;0;0;0;30740304;0;107191087;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Spitalregion Fürstenland Toggenburg;Fürstenlandstrasse 32;9500 Wil SG;K122;oeff;A, P, R;NF;MSt, Arzt, BGs;2;CT;58164;7656;768;5;4;0.721;0.73;0.7797;11.8324;12.1921;92.5537;84.2;259.58;93.42;572.65;1.1;3.39;1.22;7.48;20;1;58436258;5444167;23230417;87110842;49271488;5441367;32712382;327773;58164;7656;181;7.6;88;15599838;0;66537282;0;0;0;0;0;0;46254375;0;36673765;0;;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Spital Linth;Gasterstrasse 25;8730 Uznach;K122;oeff;A, R;NF;MSt, Arzt, BGs;1;CT, Lito;39722;5946;517;4;1;0.702;0.694;0.3999;7.7054;14.8877;93.9403;56.34;145.43;40.26;338.99;0.95;2.45;0.68;5.7;11;0;38421729;4284807;16419861;59289800;35205989;2065680;22786481;785596;39722;5946;109;6.7;99.8;13117176;0;45667830;0;0;0;0;0;0;11249087;0;23730033;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
SG;Hirslanden Klinik Stephanshorn;Brauerstrasse 95;9016 St. Gallen;K122;priv;A;;BGs;1;MRI, CT;23630;4269;836;5;4;0.792;0.79;0.6042;21.7255;34.3598;91.5416;9.19;97.51;33.75;211.88;0.22;2.28;0.79;4.96;49;0;23201299;3011838;26480165;52784576;53639873;1845021;478900;3179217;23630;4269;85;5.5;76.2;10431605;9091524;40127881;17021599;861479;21505861;714317;0;0;10390615;9017868;43285031;14684607;100;9646930;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kantonale Psychiatrische Dienste Sektor Nord;Zürcherstrasse 30;9500 Wil SG;K211;oeff;P;;BGs;4;;78359;1765;0;0;0;;;0.408;1.8433;0;99.847;56.57;262.29;49.58;560.4;3.21;14.86;2.81;31.75;0;0;56803852;5207413;20127773;82139038;35470640;12495514;33559807;-1226153;;;;;;;;;;;;;;;;;;;;;;;78359;1765;223;44.4;96.3;13891905;13613903;48487198;48441906;6343668;0;0;0;0;14342640;13699953;43010145;41052776;43.8;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Psychiatrie-Dienste Süd;;7312 Pfäfers;K212;oeff;P;;MSt, Arzt, BGs;4;;50531;1293;0;0;0;;;7.4794;3.6378;0;0;48.31;144.29;37.43;355.55;3.74;11.16;2.89;27.5;0;0;35360977;7312515;9835649;52509141;21235835;4625840;26666134;18668;;;;;;;;;;;;;;;;;;;;;;;50531;1293;140;39.1;98.9;12721354;12289837;34363014;34176744;4861190;0;0;0;0;13101242;5928799;34007289;14528795;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik Sonnenhof Kinder­ & Jugendpsychiatrisches Zentrum;Sonnenhofstrasse 15;9608 Ganterschwil;K212;oeff;P;;Arzt, BGs;1;;11528;143;0;0;0;;;0;32.7586;0;88.5057;3.11;49.55;8.05;88.88;2.17;34.65;5.63;62.15;0;0;9779107;394467;969522;11143096;9257098;101166;1798368;34640;;;;;;;;;;;;;;;;;;;;;;;11528;143;35;80.6;90.2;39006;28400;10644015;8266338;994266;0;0;0;0;42124;29313;9265785;7178334;35.7;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Kinderschutzzentrum St. Gallen Romerhuus;Claudiusstrasse 6;9006 St. Gallen;K212;oeff;P;;BGs;1;;2706;27;0;0;0;;;0;41.1765;0;58.8235;0;6.82;3.97;16.81;0;25.26;14.7;62.26;1;2;2492166;172351;447523;3120523;1473004;5995;1622177;-1622177;;;;;;;;;;;;;;;;;;;;;;;2706;27;8;100.2;92.7;0;0;2984993;2413586;9649;0;0;0;0;0;0;3101176;1097321;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
SG;Klinik Valens Rehabilitationszentrum;;7317 Valens;K221;priv;R;;MSt, Arzt, BGs;1;;45385;1766;0;0;0;;;6.342;60.8222;29.6149;90.1472;22.07;67.94;86.45;331.2;1.25;3.85;4.9;18.75;0;0;25189780;1096216;7141952;37380285;35612371;617832;0;2557914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45385;1766;126;25.7;98.7;5708283;2795358;28848999;11534134;659229;8013984;461628;0;0;6210874;2294821;29712627;9412612;100;6591230;100;0;;;;;;;;;;;;;;;;;;;;;;
SG;Reha­Klinik Walenstadtberg;;8881 Knoblisbühl;K221;oeff;R;;MSt, BGs;1;;21710;769;0;0;0;;;3.6946;28.5166;16.9951;97.0443;5.16;44.13;14.85;100.73;0.67;5.74;1.93;13.1;0;0;11010950;672359;2274190;14254157;8790827;417500;4577251;41525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21710;769;69.5;28.2;85.6;74993;74985;12277381;9693783;561275;2041285;137190;1452445;0;96416;96416;12922520;5638268;100;2191269;100;766683;;;;;;;;;;;;;;;;;;;;;;
SG;Rosenklinik am See AG;Zürcherstrasse 111;8640 Rapperswil-Jona;K231;priv;A;;;1;;676;374;0;1;0;0.752;0.653;0;20.8556;45.1872;59.3583;3.25;8.51;1.71;15.41;0.87;2.28;0.46;4.12;11;0;1788294;432016;1294513;3552072;3485113;329298;0;226339;676;374;2.3;1.8;82;1112144;826294;2341849;546881;82208;972874;146243;0;0;1251022;837109;2284596;359198;100;1214526;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
SG;Klinik Marienfried;Bahnhofstrasse 123a;9244 Niederuzwil;K232;priv;A;;MSt;1;;3961;664;69;2;2;0.642;0.645;0.9511;32.5103;13.0435;99.8641;1.58;6.09;2.95;18.43;0.24;0.92;0.44;2.78;29;0;2173674;375830;1652718;4202222;4246370;97473;0;199115;3961;664;16;6;67.8;565240;565241;3636982;2299242;197404;167217;14357;0;0;554916;542244;3788927;2329087;100;173309;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Ostschweizer Kinderspital;Claudiusstrasse 6;9000 St. Gallen;K233;oeff;A, P;NF, IPS;MSt, Arzt, BGs;1;CT;25002;3705;0;3;0;0.769;0.991;3.0125;30.5937;2.4527;74.4601;76.25;238.21;47.9;483.29;2.06;6.43;1.29;13.04;28;0;51718141;3524218;12248230;69350301;39853919;1910907;26188652;0;25002;3705;74;6.7;92.6;21386492;13678060;44154068;20100439;965544;1453260;66091;0;768151;20290009;10908789;45831060;17093886;38.6;1387070;57.3;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
